Player name,Known as,player_id,position,nationality,team,Fifa 13 Potential rating,Fifa 13 overall_rating,Fifa 13 age,Fifa 14 overall_rating,Fifa 14 age,Fifa 15 overall_rating,Fifa 15 age,Fifa 16 overall_rating,Fifa 16 age,Fifa 17 overall_rating,Fifa 17 age,Fifa 18 overall_rating,Fifa 18 age,Fifa 19 overall_rating,Fifa 19 age,Fifa 20 overall_rating,Fifa 20 age,Fifa 21 overall_rating,Fifa 21 age,Fifa 22 overall_rating,Fifa 22 age,Fifa 13 outcome,Year potential reached
Samed Yesil,S. Yesil,204782,"['ST', 'CF']",Germany,Liverpool,83,64,18,64.0,19.0,63.0,20.0,64.0,21.0,,,,,63.0,24.0,,,,,,,did not hit their potential,
Valentin Viola,V. Viola,203871,['ST'],Argentina,Sporting CP,83,69,20,71.0,21.0,71.0,22.0,,,70.0,24.0,70.0,25.0,68.0,26.0,,,,,,,did not hit their potential,
Amidu Salifu,A. Salifu,203187,"['CDM', 'CM', 'CB', 'RM']",Ghana,Catania,83,72,19,70.0,20.0,66.0,21.0,67.0,22.0,68.0,23.0,,,,,68.0,26.0,,,,,did not hit their potential,
Josh Vela,J. Vela,203060,"['CM', 'CAM']",England,Bolton Wanderers,83,65,18,66.0,19.0,66.0,20.0,64.0,21.0,67.0,22.0,68.0,23.0,68.0,24.0,68.0,25.0,64.0,26.0,66.0,27.0,did not hit their potential,
Luiz Eduardo Felix Da Costa,Luiz Eduardo,202561,"['CB', 'LB', 'RB']",Brazil,São Paulo,83,67,19,67.0,20.0,,,,,,,,,,,,,,,,,did not hit their potential,
Jese Rodriguez Ruiz,Jesé Rodríguez,202515,"['LM', 'RM', 'CF']",Spain,Real Madrid Castilla,83,71,19,72.0,20.0,76.0,21.0,78.0,22.0,80.0,23.0,77.0,24.0,76.0,25.0,75.0,26.0,72.0,27.0,71.0,28.0,did not hit their potential,
Ryo Miyaichi,R. Miyaichi,202053,"['RW', 'LW', 'RM']",Japan,Wigan Athletic,83,71,19,71.0,20.0,67.0,21.0,69.0,22.0,70.0,23.0,67.0,24.0,65.0,25.0,68.0,26.0,69.0,27.0,67.0,28.0,did not hit their potential,
Roberto Firmino Barbosa De Oliveira,Roberto Firmino,201942,"['CAM', 'LW', 'RW', 'CF']",Brazil,TSG Hoffenheim,83,77,20,78.0,21.0,81.0,22.0,82.0,23.0,82.0,24.0,83.0,25.0,86.0,26.0,86.0,27.0,87.0,28.0,85.0,29.0,exceeded their potential,3.0
Gabriel Vasconcellos F,Gabriel,201931,['GK'],Brazil,AC Milan,83,66,19,67.0,20.0,71.0,21.0,74.0,22.0,74.0,23.0,74.0,24.0,,,75.0,26.0,76.0,27.0,75.0,28.0,did not hit their potential,
Frederik Sorensen,F. Sørensen,201342,"['CB', 'RB']",Denmark,Bologna,83,72,20,73.0,21.0,71.0,22.0,74.0,23.0,75.0,24.0,77.0,25.0,74.0,26.0,72.0,27.0,71.0,28.0,,,did not hit their potential,
Vladimir Darida,V. Darida,201262,"['CAM', 'CM', 'RM']",Czech Republic,Czech Republic,83,75,21,77.0,22.0,77.0,23.0,76.0,24.0,79.0,25.0,79.0,26.0,78.0,27.0,76.0,28.0,77.0,29.0,76.0,30.0,did not hit their potential,
Moritz Leitner,M. Leitner,200857,"['CM', 'CAM', 'RM', 'LM']",Germany,Borussia Dortmund,83,74,19,74.0,20.0,74.0,21.0,73.0,22.0,74.0,23.0,74.0,24.0,72.0,25.0,73.0,26.0,72.0,27.0,71.0,28.0,did not hit their potential,
Juan Guilherme Nunes Jesus,Juan,200752,"['CB', 'LB', 'LWB']",Brazil,Inter,83,74,21,78.0,22.0,78.0,23.0,79.0,24.0,75.0,25.0,77.0,26.0,78.0,27.0,76.0,28.0,74.0,29.0,74.0,30.0,did not hit their potential,
James Forrest,J. Forrest,200630,"['RM', 'ST', 'LM']",Scotland,Celtic,83,73,20,71.0,21.0,70.0,22.0,69.0,23.0,71.0,24.0,74.0,25.0,76.0,26.0,77.0,27.0,76.0,28.0,75.0,29.0,did not hit their potential,
Heung Min Son,H. Son,200104,"['CF', 'ST', 'RW', 'RM']",Korea Republic,Hamburger SV,83,73,19,76.0,20.0,76.0,21.0,77.0,22.0,78.0,23.0,82.0,24.0,84.0,25.0,87.0,26.0,87.0,27.0,89.0,28.0,exceeded their potential,5.0
Marco Van Ginkel,M. van Ginkel,199767,"['CM', 'CAM']",Netherlands,Vitesse,83,71,19,76.0,20.0,76.0,21.0,75.0,22.0,77.0,23.0,78.0,24.0,79.0,25.0,77.0,26.0,75.0,27.0,76.0,28.0,did not hit their potential,
Jordy Clasie,J. Clasie,199422,"['CM', 'CDM']",Netherlands,Feyenoord,83,76,21,76.0,22.0,76.0,23.0,78.0,24.0,78.0,25.0,77.0,26.0,76.0,27.0,76.0,28.0,74.0,29.0,72.0,30.0,did not hit their potential,
Pablo Sarabia Garcia,Pablo Sarabia,198950,"['RM', 'LM']",Spain,Getafe CF,83,72,20,70.0,21.0,70.0,22.0,73.0,23.0,78.0,24.0,80.0,25.0,81.0,26.0,83.0,27.0,81.0,28.0,80.0,29.0,lived to expectations,7.0
Saphir Taider,S. Taïder,198760,"['CAM', 'CM', 'LM', 'RM']",France,Bologna,83,71,20,74.0,21.0,75.0,22.0,75.0,23.0,75.0,24.0,75.0,25.0,75.0,26.0,76.0,27.0,75.0,28.0,,,did not hit their potential,
Luis Miguel Afonso Fernandes,Pizzi,197965,"['LW', 'RW', 'RM', 'LM']",Portugal,Deportivo de La Coruña,83,76,22,76.0,23.0,76.0,24.0,79.0,25.0,81.0,26.0,82.0,27.0,83.0,28.0,84.0,29.0,84.0,30.0,81.0,31.0,lived to expectations,5.0
Jordan Ayew,J. Ayew,197756,"['ST', 'RW']",Ghana,Olympique de Marseille,83,74,20,75.0,21.0,73.0,22.0,76.0,23.0,77.0,24.0,76.0,25.0,77.0,26.0,75.0,27.0,77.0,28.0,75.0,29.0,did not hit their potential,
David Alaba,D. Alaba,197445,"['LB', 'CM', 'LM', 'CDM']",Austria,FC Bayern München,83,77,20,81.0,21.0,82.0,22.0,85.0,23.0,87.0,24.0,86.0,25.0,85.0,26.0,85.0,27.0,84.0,28.0,84.0,29.0,exceeded their potential,2.0
Khouma Babacar,K. Babacar,197231,"['ST', 'CF', 'LW']",Senegal,Padova,83,65,19,65.0,20.0,72.0,21.0,75.0,22.0,76.0,23.0,76.0,24.0,76.0,25.0,74.0,26.0,72.0,27.0,73.0,28.0,did not hit their potential,
Joel Matip,J. Matip,197061,"['CB', 'CDM', 'RB']",Cameroon,FC Schalke 04,83,77,20,77.0,21.0,77.0,22.0,80.0,23.0,82.0,24.0,83.0,25.0,81.0,26.0,82.0,27.0,83.0,28.0,83.0,29.0,lived to expectations,4.0
Jeffrey Bruma,J. Bruma,195363,"['CB', 'RB']",Netherlands,Hamburger SV,83,72,20,72.0,21.0,73.0,22.0,77.0,23.0,80.0,24.0,79.0,25.0,76.0,26.0,74.0,27.0,74.0,28.0,73.0,29.0,did not hit their potential,
Martin Montoya Torralbo,Montoya,194644,['RB'],Spain,FC Barcelona,83,74,21,77.0,22.0,77.0,23.0,79.0,24.0,79.0,25.0,77.0,26.0,78.0,27.0,76.0,28.0,77.0,29.0,75.0,30.0,did not hit their potential,
Adam Matthews,A. Matthews,193768,"['RB', 'RM']",Wales,Celtic,83,72,20,71.0,21.0,72.0,22.0,74.0,23.0,72.0,24.0,71.0,25.0,69.0,26.0,,,,,67.0,29.0,did not hit their potential,
Oliver Baumann,O. Baumann,193698,['GK'],Germany,Sport-Club Freiburg,83,77,22,78.0,23.0,78.0,24.0,78.0,25.0,80.0,26.0,82.0,27.0,83.0,28.0,82.0,29.0,82.0,30.0,82.0,31.0,lived to expectations,5.0
Mario Figueira Fernandes,Mário Fernandes,193525,"['RB', 'CB']",Brazil,PFC CSKA Moscow,83,75,21,75.0,22.0,76.0,23.0,79.0,24.0,80.0,25.0,81.0,26.0,81.0,27.0,82.0,28.0,82.0,29.0,82.0,30.0,lived to expectations,7.0
Victor Ruiz Torre,Víctor Ruíz,193469,['CB'],Spain,Valencia CF,83,78,23,77.0,24.0,79.0,25.0,81.0,26.0,81.0,27.0,82.0,28.0,82.0,29.0,79.0,30.0,,,78.0,32.0,lived to expectations,5.0
Joel Obi,J. Obi,193337,"['CM', 'LM', 'RM', 'CDM']",Nigeria,Inter,83,77,21,72.0,22.0,70.0,23.0,72.0,24.0,73.0,25.0,73.0,26.0,74.0,27.0,74.0,28.0,71.0,29.0,72.0,30.0,did not hit their potential,
Anderson Vital Da Silva,Dedé,192568,['CB'],Brazil,Club de Regatas Vasco da Gama,83,80,23,78.0,24.0,,,77.0,27.0,,,,,,,,,,,,,did not hit their potential,
Connor Wickham,C. Wickham,191089,"['ST', 'LW', 'RW']",England,Sunderland,83,69,19,69.0,20.0,72.0,21.0,73.0,22.0,74.0,23.0,72.0,24.0,72.0,25.0,70.0,26.0,69.0,27.0,66.0,28.0,did not hit their potential,
Alex Sandro Lobo Silva,Alex Sandro,191043,"['LB', 'LM']",Brazil,FC Porto,83,75,21,79.0,22.0,79.0,23.0,82.0,24.0,84.0,25.0,86.0,26.0,86.0,27.0,85.0,28.0,85.0,29.0,83.0,30.0,exceeded their potential,3.0
Chris Smalling,C. Smalling,189881,"['CB', 'RB']",England,Manchester United,83,78,22,78.0,23.0,76.0,24.0,79.0,25.0,84.0,26.0,81.0,27.0,81.0,28.0,80.0,29.0,79.0,30.0,78.0,31.0,lived to expectations,4.0
Davide Santon,D. Santon,189484,"['LB', 'RB']",Italy,Newcastle United,83,75,21,75.0,22.0,75.0,23.0,76.0,24.0,76.0,25.0,76.0,26.0,75.0,27.0,75.0,28.0,75.0,29.0,74.0,30.0,did not hit their potential,
Bas Dost,B. Dost,189068,['ST'],Netherlands,VfL Wolfsburg,83,76,23,76.0,24.0,76.0,25.0,79.0,26.0,78.0,27.0,83.0,28.0,83.0,29.0,82.0,30.0,78.0,31.0,77.0,32.0,lived to expectations,5.0
Daniel Pacheco Lobato,Dani Pacheco,188554,"['CF', 'ST', 'CAM', 'LW']",Spain,Liverpool,83,71,21,69.0,22.0,70.0,23.0,71.0,24.0,74.0,25.0,74.0,26.0,76.0,27.0,73.0,28.0,70.0,29.0,,,did not hit their potential,
Emmanuel Riviere,E. Riviere,188289,['ST'],France,Toulouse Football Club,83,75,22,72.0,23.0,73.0,24.0,72.0,25.0,70.0,26.0,70.0,27.0,69.0,28.0,,,,,67.0,31.0,did not hit their potential,
James Mccarthy,J. McCarthy,188253,"['CM', 'CAM', 'LM']",Republic of Ireland,Republic of Ireland,83,74,21,75.0,22.0,79.0,23.0,80.0,24.0,81.0,25.0,80.0,26.0,78.0,27.0,75.0,28.0,76.0,29.0,74.0,30.0,did not hit their potential,
Mateo Musacchio,M. Musacchio,186547,"['CB', 'CDM']",Argentina,Villarreal CF,83,74,21,74.0,22.0,80.0,23.0,81.0,24.0,83.0,25.0,83.0,26.0,80.0,27.0,80.0,28.0,78.0,29.0,,,lived to expectations,4.0
Leroy Fer,L. Fer,186351,"['CM', 'CDM', 'CAM']",Netherlands,FC Twente,83,76,22,76.0,23.0,76.0,24.0,76.0,25.0,76.0,26.0,77.0,27.0,76.0,28.0,73.0,29.0,76.0,30.0,75.0,31.0,did not hit their potential,
Ron Robert Zieler,R. Zieler,186148,['GK'],Germany,Hannover 96,83,78,23,78.0,24.0,79.0,25.0,80.0,26.0,81.0,27.0,79.0,28.0,79.0,29.0,78.0,30.0,74.0,31.0,73.0,32.0,did not hit their potential,
Sofiane Feghouli,S. Feghouli,184881,"['RM', 'CAM']",Algeria,Valencia CF,83,80,22,81.0,23.0,81.0,24.0,81.0,25.0,80.0,26.0,79.0,27.0,79.0,28.0,80.0,29.0,79.0,30.0,76.0,31.0,did not hit their potential,
Adrien S Perruchet Silva,Adrien,184826,"['CM', 'CAM', 'CDM']",Portugal,Sporting CP,83,77,23,76.0,24.0,78.0,25.0,80.0,26.0,82.0,27.0,83.0,28.0,81.0,29.0,78.0,30.0,76.0,31.0,76.0,32.0,lived to expectations,4.0
Joe Allen,J. Allen,184716,"['CM', 'CAM', 'CDM']",Wales,Liverpool,83,78,22,77.0,23.0,77.0,24.0,77.0,25.0,77.0,26.0,77.0,27.0,77.0,28.0,75.0,29.0,72.0,30.0,70.0,31.0,did not hit their potential,
Toby Alderweireld,T. Alderweireld,184087,"['CB', 'RB']",Belgium,Ajax,83,77,23,78.0,24.0,78.0,25.0,81.0,26.0,85.0,27.0,86.0,28.0,85.0,29.0,87.0,30.0,85.0,31.0,83.0,32.0,exceeded their potential,4.0
Jerome Boateng,J. Boateng,183907,"['CB', 'RB', 'LB', 'CDM']",Germany,FC Bayern München,83,79,23,81.0,24.0,85.0,25.0,87.0,26.0,90.0,27.0,88.0,28.0,86.0,29.0,84.0,30.0,82.0,31.0,82.0,32.0,exceeded their potential,2.0
Diego Perotti,D. Perotti,183900,"['LW', 'RW']",Argentina,Sevilla FC,83,78,23,76.0,24.0,74.0,25.0,79.0,26.0,80.0,27.0,80.0,28.0,81.0,29.0,80.0,30.0,79.0,31.0,75.0,32.0,did not hit their potential,
Cheikh Mbengue,C. M'Bengué,183395,['LB'],Senegal,Toulouse Football Club,83,75,23,73.0,24.0,74.0,25.0,75.0,26.0,75.0,27.0,71.0,28.0,70.0,29.0,,,,,,,did not hit their potential,
Moussa Sissoko,M. Sissoko,183394,"['CM', 'RM', 'CDM']",France,Toulouse Football Club,83,75,22,75.0,23.0,75.0,24.0,78.0,25.0,80.0,26.0,77.0,27.0,76.0,28.0,81.0,29.0,79.0,30.0,78.0,31.0,did not hit their potential,
Giovanni Sio,G. Sio,183389,"['ST', 'RW', 'RM', 'LM']",Côte d'Ivoire,FC Augsburg,83,73,23,73.0,24.0,72.0,25.0,75.0,26.0,76.0,27.0,75.0,28.0,77.0,29.0,77.0,30.0,74.0,31.0,70.0,32.0,did not hit their potential,
Mamadou Sakho,M. Sakho,183285,"['CB', 'LB']",France,Paris Saint-Germain,83,80,22,81.0,23.0,81.0,24.0,81.0,25.0,82.0,26.0,81.0,27.0,80.0,28.0,79.0,29.0,76.0,30.0,75.0,31.0,lived to expectations,4.0
Ivan Perisic,I. Perišić,181458,"['LM', 'CAM', 'RM', 'ST']",Croatia,Borussia Dortmund,83,78,23,77.0,24.0,78.0,25.0,81.0,26.0,83.0,27.0,84.0,28.0,86.0,29.0,84.0,30.0,82.0,31.0,81.0,32.0,exceeded their potential,4.0
Tomas Necid,T. Necid,181281,['ST'],Czech Republic,PFC CSKA Moscow,83,76,22,75.0,23.0,75.0,24.0,73.0,25.0,74.0,26.0,72.0,27.0,72.0,28.0,69.0,29.0,,,,,did not hit their potential,
Adel Taarabt,A. Taarabt,179605,"['CAM', 'LW', 'RW']",Morocco,Queens Park Rangers,83,78,23,78.0,24.0,79.0,25.0,79.0,26.0,,,70.0,28.0,,,75.0,30.0,77.0,31.0,77.0,32.0,did not hit their potential,
Yann Sommer,Y. Sommer,177683,['GK'],Switzerland,FC Basel 1893,83,76,23,76.0,24.0,79.0,25.0,82.0,26.0,84.0,27.0,83.0,28.0,82.0,29.0,84.0,30.0,86.0,31.0,85.0,32.0,exceeded their potential,3.0
Scott Sinclair,S. Sinclair,169214,"['LW', 'RW', 'CF']",England,Manchester City,83,75,23,75.0,24.0,72.0,25.0,74.0,26.0,75.0,27.0,77.0,28.0,75.0,29.0,74.0,30.0,72.0,31.0,72.0,32.0,did not hit their potential,
Semih Kaya,S. Kaya,167812,['CB'],Turkey,Galatasaray SK,83,77,21,79.0,22.0,79.0,23.0,77.0,24.0,73.0,25.0,73.0,26.0,72.0,27.0,72.0,28.0,,,68.0,30.0,did not hit their potential,
Chung Yong Lee,C. Lee,155355,"['RM', 'RW', 'CAM']",Korea Republic,Bolton Wanderers,83,75,23,74.0,24.0,72.0,25.0,73.0,26.0,74.0,27.0,72.0,28.0,,,73.0,30.0,73.0,31.0,71.0,32.0,did not hit their potential,
Magnus Wolff Eikrem,M. Eikrem,153048,"['CM', 'CDM', 'LM', 'CAM']",Norway,Molde FK,83,76,21,73.0,22.0,70.0,23.0,70.0,24.0,72.0,25.0,71.0,26.0,70.0,27.0,75.0,28.0,75.0,29.0,75.0,30.0,did not hit their potential,
Aurelio Saco Vertiz,A. Saco-Vértiz,211432,"['LB', 'CB']",Peru,Peru,82,67,23,,,,,,,,,,,,,,,,,,,did not hit their potential,
Paulo Dybala,P. Dybala,211110,"['CF', 'ST', 'RW', 'LW']",Argentina,Palermo,82,73,18,72.0,19.0,70.0,20.0,78.0,21.0,85.0,22.0,88.0,23.0,89.0,24.0,88.0,25.0,88.0,26.0,87.0,27.0,exceeded their potential,4.0
Alejandro Grimaldo Garcia,Grimaldo,210035,['LB'],Spain,FC Barcelona B,82,64,16,67.0,17.0,68.0,18.0,70.0,19.0,77.0,20.0,80.0,21.0,81.0,22.0,83.0,23.0,84.0,24.0,82.0,25.0,exceeded their potential,6.0
Raphael Guerreiro,R. Guerreiro,209889,"['LB', 'LWB', 'CDM']",France,Stade Malherbe Caen,82,58,18,66.0,19.0,70.0,20.0,76.0,21.0,76.0,22.0,81.0,23.0,79.0,24.0,81.0,25.0,84.0,26.0,84.0,27.0,exceeded their potential,5.0
Lucas Silva Borges,Lucas Silva,209749,"['CDM', 'CM']",Brazil,Cruzeiro,82,67,19,68.0,20.0,,,76.0,22.0,74.0,23.0,,,,,74.0,26.0,,,,,did not hit their potential,
Fabio Henrique Tavares,Fabinho,209499,['RB'],Brazil,Real Madrid Castilla,82,64,18,67.0,19.0,72.0,20.0,78.0,21.0,79.0,22.0,83.0,23.0,85.0,24.0,85.0,25.0,87.0,26.0,86.0,27.0,exceeded their potential,5.0
Mohamed Salah,M. Salah,209331,"['LW', 'CAM', 'CF', 'RM']",Egypt,FC Basel 1893,82,70,20,74.0,21.0,76.0,22.0,80.0,23.0,81.0,24.0,83.0,25.0,88.0,26.0,90.0,27.0,90.0,28.0,89.0,29.0,exceeded their potential,4.0
Jeroen Lumu,J. Lumu,209267,"['ST', 'LW']",Netherlands,Willem II,82,63,17,,,64.0,19.0,,,64.0,21.0,,,,,,,,,,,did not hit their potential,
Marcos Junio Lima Dos Santos,Marcos Junior,208822,"['CF', 'CAM']",Brazil,Fluminense,82,67,19,66.0,20.0,,,,,,,,,,,71.0,26.0,73.0,27.0,73.0,28.0,did not hit their potential,
Oliver Torres Munoz,Oliver Torres,208777,"['CAM', 'CM']",Spain,Atlético de Madrid,82,71,17,74.0,18.0,74.0,19.0,79.0,20.0,79.0,21.0,79.0,22.0,78.0,23.0,78.0,24.0,77.0,25.0,77.0,26.0,did not hit their potential,
Nico Lopez,N. López,207715,"['ST', 'RW', 'LW', 'CF']",Uruguay,Roma,82,70,18,72.0,19.0,72.0,20.0,74.0,21.0,,,,,,,,,73.0,26.0,76.0,27.0,did not hit their potential,
Franco Vazquez,F. Vázquez,207471,"['CAM', 'LM', 'CF']",Argentina,Rayo Vallecano,82,73,23,71.0,24.0,67.0,25.0,79.0,26.0,82.0,27.0,82.0,28.0,82.0,29.0,81.0,30.0,77.0,31.0,75.0,32.0,lived to expectations,4.0
Leandro Paredes,L. Paredes,207439,['CAM'],Argentina,Boca Juniors,82,62,18,75.0,19.0,71.0,20.0,71.0,21.0,76.0,22.0,77.0,23.0,80.0,24.0,80.0,25.0,79.0,26.0,81.0,27.0,lived to expectations,9.0
Mitchell Weiser,M. Weiser,206591,"['RW', 'LW', 'RB', 'LB']",Germany,FC Bayern München,82,66,18,66.0,19.0,66.0,20.0,71.0,21.0,76.0,22.0,78.0,23.0,78.0,24.0,77.0,25.0,76.0,26.0,73.0,27.0,did not hit their potential,
Mattia De Sciglio,M. De Sciglio,206058,"['RB', 'LB']",Italy,AC Milan,82,70,19,77.0,20.0,76.0,21.0,76.0,22.0,76.0,23.0,76.0,24.0,78.0,25.0,77.0,26.0,78.0,27.0,76.0,28.0,did not hit their potential,
Lucas Ocampos,L. Ocampos,205632,['LM'],Argentina,AS Monaco,82,69,17,73.0,18.0,75.0,19.0,77.0,20.0,75.0,21.0,76.0,22.0,77.0,23.0,77.0,24.0,82.0,25.0,83.0,26.0,lived to expectations,8.0
Jonathan Espericueta,J. Espericueta,205491,"['CM', 'LM', 'CDM', 'CAM']",Mexico,Tigres U.A.N.L.,82,62,17,64.0,18.0,,,62.0,20.0,63.0,21.0,,,64.0,23.0,66.0,24.0,,,,,did not hit their potential,
Lorenzo Melgarejo,L. Melgarejo,204699,"['LB', 'LM', 'LW', 'ST']",Paraguay,SL Benfica,82,69,21,73.0,22.0,74.0,23.0,72.0,24.0,76.0,25.0,74.0,26.0,74.0,27.0,74.0,28.0,73.0,29.0,,,did not hit their potential,
Jurgen Locadia,J. Locadia,204366,['ST'],Netherlands,PSV,82,66,18,73.0,19.0,73.0,20.0,75.0,21.0,76.0,22.0,76.0,23.0,76.0,24.0,76.0,25.0,75.0,26.0,71.0,27.0,did not hit their potential,
Santiago Arias,S. Arias,204259,['RB'],Colombia,Sporting CP,82,71,20,71.0,21.0,72.0,22.0,76.0,23.0,77.0,24.0,77.0,25.0,78.0,26.0,79.0,27.0,81.0,28.0,79.0,29.0,lived to expectations,8.0
Mbaye Niang,M. Niang,204077,"['ST', 'CF']",France,AC Milan,82,72,17,75.0,18.0,74.0,19.0,74.0,20.0,78.0,21.0,78.0,22.0,77.0,23.0,77.0,24.0,78.0,25.0,76.0,26.0,did not hit their potential,
Bruno Zuculini,B. Zuculini,203864,"['CDM', 'CM']",Argentina,Racing Club,82,66,19,68.0,20.0,73.0,21.0,74.0,22.0,,,71.0,24.0,70.0,25.0,75.0,26.0,73.0,27.0,74.0,28.0,did not hit their potential,
Kelvin Mateus De Oliveira,Kelvin,203846,"['RW', 'CAM', 'LW']",Brazil,FC Porto,82,74,19,74.0,20.0,73.0,21.0,,,73.0,23.0,,,,,,,,,,,did not hit their potential,
Leonardo Bittencourt,L. Bittencourt,203106,"['CAM', 'CM', 'RM', 'CF']",Germany,Borussia Dortmund,82,68,18,69.0,19.0,74.0,20.0,75.0,21.0,77.0,22.0,78.0,23.0,79.0,24.0,77.0,25.0,77.0,26.0,75.0,27.0,did not hit their potential,
Ogenyi Onazi,O. Onazi,202934,['CM'],Nigeria,Lazio,82,60,19,74.0,20.0,75.0,21.0,75.0,22.0,75.0,23.0,74.0,24.0,75.0,25.0,76.0,26.0,74.0,27.0,,,did not hit their potential,
Gerard Deulofeu Lazaro,Deulofeu,202477,"['LW', 'RW']",Spain,FC Barcelona B,82,71,18,75.0,19.0,79.0,20.0,78.0,21.0,81.0,22.0,82.0,23.0,81.0,24.0,80.0,25.0,80.0,26.0,79.0,27.0,lived to expectations,4.0
Benik Afobe,B. Afobe,202052,"['ST', 'CF', 'RM']",England,Bolton Wanderers,82,66,19,65.0,20.0,64.0,21.0,73.0,22.0,74.0,23.0,74.0,24.0,73.0,25.0,71.0,26.0,70.0,27.0,68.0,28.0,did not hit their potential,
Marcos Rojo,M. Rojo,201862,"['CB', 'LB']",Argentina,Sporting CP,82,73,22,76.0,23.0,79.0,24.0,81.0,25.0,78.0,26.0,82.0,27.0,80.0,28.0,78.0,29.0,75.0,30.0,75.0,31.0,lived to expectations,3.0
