Player name,Known as,player_id,position,nationality,team,Fifa 10 Potential rating,Fifa 10 overall_rating,Fifa 10 age,Fifa 11 overall_rating,Fifa 11 age,Fifa 12 overall_rating,Fifa 12 age,Fifa 13 overall_rating,Fifa 13 age,Fifa 14 overall_rating,Fifa 14 age,Fifa 15 overall_rating,Fifa 15 age,Fifa 16 overall_rating,Fifa 16 age,Fifa 17 overall_rating,Fifa 17 age,Fifa 18 overall_rating,Fifa 18 age,Fifa 19 overall_rating,Fifa 19 age,Fifa 20 overall_rating,Fifa 20 age,Fifa 21 overall_rating,Fifa 21 age,Fifa 22 overall_rating,Fifa 22 age,Fifa 10 outcome,Year potential reached
Sebastian Prodl,S. Prödl,177578,['CB'],Austria,SV Werder Bremen,85,74,22,74.0,23.0,72.0,24.0,74.0,25.0,74.0,26.0,75.0,27.0,76.0,28.0,77.0,29.0,79.0,30.0,75.0,31.0,73.0,32.0,72.0,33.0,,,did not hit their potential,
Dieudonne Bezua Mbokani,D. Mbokani,177392,['ST'],Congo DR,Standard de Liège,85,77,23,78.0,24.0,77.0,25.0,77.0,26.0,,,,,,,,,,,,,78.0,33.0,78.0,34.0,,,did not hit their potential,
Piet Velthuizen,P. Velthuizen,177152,['GK'],Netherlands,Vitesse,85,74,22,75.0,23.0,74.0,24.0,75.0,25.0,77.0,26.0,75.0,27.0,72.0,28.0,,,,,,,,,65.0,33.0,,,did not hit their potential,
Yassine Chikhaoui,Y. Chikhaoui,177022,['CF'],Tunisia,FC Zürich,85,71,22,72.0,23.0,67.0,24.0,73.0,25.0,74.0,26.0,75.0,27.0,,,,,,,,,,,,,,,did not hit their potential,
Dmytro Chygrynskyy,D. Chygrynskyy,176483,['CB'],Ukraine,FC Barcelona,85,78,22,,,,,,,73.0,26.0,73.0,27.0,,,,,75.0,30.0,76.0,31.0,76.0,32.0,73.0,33.0,,,did not hit their potential,
Mevlut Erdinc,M. Erdinç,176481,['ST'],Turkey,Paris Saint-Germain,85,76,22,78.0,23.0,77.0,24.0,75.0,25.0,74.0,26.0,77.0,27.0,76.0,28.0,75.0,29.0,74.0,30.0,72.0,31.0,74.0,32.0,72.0,33.0,70.0,34.0,did not hit their potential,
Lucas,Lucas,176266,['CM'],Brazil,Liverpool,85,78,22,78.0,23.0,78.0,24.0,80.0,25.0,81.0,26.0,79.0,27.0,79.0,28.0,80.0,29.0,79.0,30.0,83.0,31.0,84.0,32.0,84.0,33.0,81.0,34.0,lived to expectations,10.0
Jozy Altidore,J. Altidore,176237,['ST'],United States,United States,85,74,19,76.0,20.0,74.0,21.0,75.0,22.0,77.0,23.0,74.0,24.0,74.0,25.0,75.0,26.0,76.0,27.0,77.0,28.0,76.0,29.0,74.0,30.0,72.0,31.0,did not hit their potential,
Matias Fernandez,M. Fernández,174549,['CAM'],Chile,Sporting CP,85,78,23,77.0,24.0,81.0,25.0,82.0,26.0,71.0,27.0,78.0,28.0,77.0,29.0,79.0,30.0,78.0,31.0,75.0,32.0,75.0,33.0,73.0,34.0,,,did not hit their potential,
Claudio Marchisio,C. Marchisio,173210,['CM'],Italy,Juventus,85,79,23,80.0,24.0,81.0,25.0,84.0,26.0,84.0,27.0,83.0,28.0,84.0,29.0,86.0,30.0,85.0,31.0,83.0,32.0,,,,,,,lived to expectations,3.0
Diego Hernan Valeri,D. Váleri,172114,['CAM'],Argentina,FC Porto,85,77,23,74.0,24.0,,,,,76.0,27.0,76.0,28.0,78.0,29.0,79.0,30.0,79.0,31.0,80.0,32.0,79.0,33.0,79.0,34.0,77.0,35.0,did not hit their potential,
Marquitos,Marquitos,171994,['LM'],Spain,Real Valladolid CF,85,75,22,68.0,23.0,69.0,24.0,,,65.0,26.0,,,,,64.0,29.0,,,64.0,31.0,,,,,,,did not hit their potential,
Geromel,Geromel,170802,['CB'],Brazil,1. FC Köln,85,80,23,80.0,24.0,78.0,25.0,76.0,26.0,73.0,27.0,,,77.0,29.0,,,,,,,,,,,,,did not hit their potential,
Cristian Rodriguez,C. Rodríguez,170664,['LW'],Uruguay,FC Porto,85,81,23,80.0,24.0,78.0,25.0,77.0,26.0,80.0,27.0,79.0,28.0,76.0,29.0,73.0,30.0,75.0,31.0,75.0,32.0,,,73.0,34.0,,,did not hit their potential,
Ezequiel Garay,E. Garay,170481,['CB'],Argentina,Real Madrid CF,85,81,22,80.0,23.0,78.0,24.0,80.0,25.0,82.0,26.0,83.0,27.0,83.0,28.0,84.0,29.0,83.0,30.0,82.0,31.0,83.0,32.0,,,,,lived to expectations,7.0
Giovani Dos Santos,G. dos Santos,170369,['CF'],Mexico,Tottenham Hotspur,85,76,20,78.0,21.0,78.0,22.0,74.0,23.0,79.0,24.0,81.0,25.0,79.0,26.0,79.0,27.0,79.0,28.0,77.0,29.0,76.0,30.0,73.0,31.0,,,did not hit their potential,
Lorenzo De Silvestri,L. De Silvestri,170320,['RWB'],Italy,Fiorentina,85,73,21,74.0,22.0,73.0,23.0,74.0,24.0,73.0,25.0,74.0,26.0,77.0,27.0,77.0,28.0,76.0,29.0,77.0,30.0,75.0,31.0,74.0,32.0,76.0,33.0,did not hit their potential,
Adam Hammill,A. Hammill,169568,['RW'],England,Barnsley,85,69,21,71.0,22.0,70.0,23.0,70.0,24.0,68.0,25.0,68.0,26.0,65.0,27.0,67.0,28.0,67.0,29.0,,,66.0,31.0,63.0,32.0,,,did not hit their potential,
Ivan Rakitic,I. Rakitić,168651,['CAM'],Croatia,FC Schalke 04,85,77,21,78.0,22.0,79.0,23.0,77.0,24.0,81.0,25.0,83.0,26.0,84.0,27.0,87.0,28.0,87.0,29.0,87.0,30.0,86.0,31.0,82.0,32.0,82.0,33.0,exceeded their potential,6.0
Nicklas Bendtner,N. Bendtner,167706,['ST'],Denmark,Arsenal,85,78,21,79.0,22.0,79.0,23.0,77.0,24.0,75.0,25.0,75.0,26.0,75.0,27.0,,,73.0,29.0,74.0,30.0,71.0,31.0,,,,,did not hit their potential,
Rasmus Elm,R. Elm,167599,['CM'],Sweden,Sweden,85,76,21,73.0,22.0,73.0,23.0,78.0,24.0,78.0,25.0,79.0,26.0,79.0,27.0,78.0,28.0,75.0,29.0,72.0,30.0,72.0,31.0,,,,,did not hit their potential,
Stefan Radu,S. Radu,165109,['CB'],Romania,Lazio,85,74,22,76.0,23.0,76.0,24.0,77.0,25.0,78.0,26.0,77.0,27.0,79.0,28.0,79.0,29.0,79.0,30.0,80.0,31.0,80.0,32.0,78.0,33.0,77.0,34.0,did not hit their potential,
Labinot Harbuzi,L. Harbuzi,163057,['CAM'],Sweden,Gençlerbirliği SK,85,72,23,71.0,24.0,,,70.0,26.0,,,,,,,,,,,,,,,,,,,did not hit their potential,
Quincy Owusu Abeyie,Q. Owusu-Abeyie,162896,['ST'],Ghana,Spartak Moskva,85,70,23,72.0,24.0,70.0,25.0,71.0,26.0,73.0,27.0,70.0,28.0,,,69.0,30.0,,,,,,,,,,,did not hit their potential,
Moussa Dembele,M. Dembélé,162240,['CF'],Belgium,Belgium,85,79,21,77.0,22.0,76.0,23.0,80.0,24.0,81.0,25.0,80.0,26.0,80.0,27.0,82.0,28.0,82.0,29.0,84.0,30.0,81.0,31.0,80.0,32.0,79.0,33.0,lived to expectations,9.0
Salomon Kalou,S. Kalou,158232,['LW'],Côte d'Ivoire,Chelsea,85,80,23,80.0,24.0,81.0,25.0,78.0,26.0,78.0,27.0,78.0,28.0,77.0,29.0,81.0,30.0,80.0,31.0,79.0,32.0,79.0,33.0,,,,,did not hit their potential,
Thomas Vermaelen,T. Vermaelen,157304,['CB'],Belgium,Arsenal,85,79,23,83.0,24.0,83.0,25.0,82.0,26.0,81.0,27.0,79.0,28.0,80.0,29.0,81.0,30.0,78.0,31.0,77.0,32.0,78.0,33.0,76.0,34.0,75.0,35.0,did not hit their potential,
Joe Hart,J. Hart,150724,['GK'],England,Birmingham City,85,77,22,82.0,23.0,83.0,24.0,84.0,25.0,83.0,26.0,82.0,27.0,83.0,28.0,84.0,29.0,82.0,30.0,78.0,31.0,77.0,32.0,,,74.0,34.0,lived to expectations,3.0
Ciprian Marica,C. Marica,147921,['ST'],Romania,VfB Stuttgart,85,74,23,76.0,24.0,73.0,25.0,73.0,26.0,73.0,27.0,73.0,28.0,72.0,29.0,,,,,,,,,,,,,did not hit their potential,
Jo,Jô,140384,['ST'],Brazil,Everton,85,79,22,75.0,23.0,74.0,24.0,75.0,25.0,79.0,26.0,,,,,,,,,76.0,31.0,77.0,32.0,,,,,did not hit their potential,
Vincent Kompany,V. Kompany,139720,['CB'],Belgium,Manchester City,85,79,23,80.0,24.0,84.0,25.0,85.0,26.0,86.0,27.0,86.0,28.0,85.0,29.0,86.0,30.0,85.0,31.0,85.0,32.0,83.0,33.0,,,,,lived to expectations,2.0
Tom Huddlestone,T. Huddlestone,54033,['CM'],England,Tottenham Hotspur,85,77,22,80.0,23.0,80.0,24.0,77.0,25.0,76.0,26.0,75.0,27.0,74.0,28.0,75.0,29.0,75.0,30.0,74.0,31.0,72.0,32.0,,,66.0,34.0,did not hit their potential,
Adigun Taofeek Salami,A. Salami,211803,['CDM'],Nigeria,FC Midtjylland,84,71,21,66.0,22.0,65.0,23.0,66.0,24.0,63.0,25.0,63.0,26.0,,,,,,,,,,,,,,,did not hit their potential,
Xavier Chavalerin,X. Chavalerin,193683,['LM'],France,Olympique Lyonnais,84,62,18,,,,,60.0,21.0,59.0,22.0,64.0,23.0,66.0,24.0,68.0,25.0,67.0,26.0,69.0,27.0,75.0,28.0,77.0,29.0,76.0,30.0,did not hit their potential,
Felipe,Felipe,192982,['CAM'],Brazil,Palmeiras,84,63,19,,,,,,,68.0,23.0,,,,,,,71.0,27.0,70.0,28.0,,,,,,,did not hit their potential,
Alassane Tambe,A. També,192731,['CB'],France,Paris Saint-Germain,84,45,17,47.0,18.0,65.0,19.0,64.0,20.0,,,64.0,22.0,66.0,23.0,67.0,24.0,,,,,,,,,,,did not hit their potential,
Loic Abenzoar,L. Abenzoar,192682,['RB'],France,Olympique Lyonnais,84,63,20,64.0,21.0,,,61.0,23.0,,,,,,,,,,,,,,,,,,,did not hit their potential,
Orellana,Orellana,192492,['CF'],Chile,Xerez Club Deportivo,84,74,23,71.0,24.0,73.0,25.0,74.0,26.0,73.0,27.0,74.0,28.0,79.0,29.0,81.0,30.0,80.0,31.0,79.0,32.0,79.0,33.0,79.0,34.0,77.0,35.0,did not hit their potential,
Fabio Sciacca,F. Sciacca,192253,['CM'],Italy,Catania,84,72,20,69.0,21.0,70.0,22.0,70.0,23.0,70.0,24.0,63.0,25.0,,,,,,,,,,,,,,,did not hit their potential,
Rene Krhin,R. Krhin,192205,['CM'],Slovenia,Inter,84,65,19,68.0,20.0,68.0,21.0,70.0,22.0,69.0,23.0,71.0,24.0,72.0,25.0,74.0,26.0,70.0,27.0,72.0,28.0,72.0,29.0,72.0,30.0,70.0,31.0,did not hit their potential,
Neymar,Neymar,190871,['LF'],Brazil,Santos,84,73,17,78.0,18.0,84.0,19.0,85.0,20.0,84.0,21.0,86.0,22.0,88.0,23.0,92.0,24.0,92.0,25.0,92.0,26.0,92.0,27.0,91.0,28.0,91.0,29.0,exceeded their potential,2.0
Ismail Koybasi,İ. Köybaşı,189930,['LB'],Turkey,Beşiktaş JK,84,65,19,70.0,20.0,71.0,21.0,72.0,22.0,,,73.0,24.0,73.0,25.0,74.0,26.0,73.0,27.0,74.0,28.0,,,,,70.0,31.0,did not hit their potential,
Ciro,Ciro,189677,['ST'],Brazil,Sport Club do Recife,84,71,19,,,73.0,22.0,71.0,23.0,72.0,24.0,,,68.0,26.0,,,,,,,,,,,,,did not hit their potential,
Ruslan Kambolov,R. Kambolov,189581,['RB'],Russia,FC Lokomotiv Moscow,84,64,19,65.0,20.0,,,,,,,64.0,24.0,70.0,25.0,71.0,26.0,73.0,27.0,,,,,,,,,did not hit their potential,
Sergio Busquets,Sergio Busquets,189511,['CM'],Spain,FC Barcelona,84,76,20,81.0,21.0,83.0,22.0,85.0,23.0,85.0,24.0,85.0,25.0,86.0,26.0,87.0,27.0,86.0,28.0,88.0,29.0,89.0,30.0,87.0,31.0,86.0,32.0,exceeded their potential,2.0
Jean Alain Fanchone,J. Fanchone,189415,['LB'],France,RC Strasbourg Alsace,84,68,20,65.0,21.0,,,,,66.0,24.0,,,65.0,26.0,,,,,,,,,,,,,did not hit their potential,
Rodrigo Possebon,Rodrigo Possebon,188205,['CM'],Brazil,SC Braga,84,70,20,69.0,21.0,70.0,22.0,,,,,,,,,,,,,,,,,,,,,did not hit their potential,
Simao,Simao,188124,['CDM'],Mozambique,Panathinaikos FC,84,73,20,74.0,21.0,70.0,22.0,,,70.0,24.0,73.0,25.0,75.0,26.0,75.0,27.0,,,,,72.0,30.0,69.0,31.0,,,did not hit their potential,
Renan Oliveira,Renan Oliveira,187945,['CAM'],Brazil,Clube Atlético Mineiro,84,70,20,70.0,21.0,71.0,22.0,,,71.0,24.0,,,65.0,25.0,,,,,,,,,,,,,did not hit their potential,
Marlos,Marlos,187754,['RM'],Brazil,São Paulo,84,73,21,73.0,22.0,74.0,23.0,,,,,75.0,26.0,79.0,27.0,80.0,28.0,82.0,29.0,82.0,30.0,82.0,31.0,81.0,32.0,81.0,33.0,did not hit their potential,
Dmitriy Kombarov,D. Kombarov,187492,['LW'],Russia,Dinamo Moscow,84,75,22,76.0,23.0,75.0,24.0,74.0,25.0,76.0,26.0,74.0,27.0,74.0,28.0,75.0,29.0,74.0,30.0,74.0,31.0,,,,,,,did not hit their potential,
Mame Biram Diouf,M. Diouf,187084,['ST'],Senegal,Molde FK,84,74,21,77.0,22.0,74.0,23.0,77.0,24.0,79.0,25.0,78.0,26.0,78.0,27.0,78.0,28.0,77.0,29.0,75.0,30.0,72.0,31.0,,,73.0,33.0,did not hit their potential,
Gojko Kacar,G. Kačar,186687,['CM'],Serbia,Hertha BSC,84,78,22,76.0,23.0,75.0,24.0,74.0,25.0,72.0,26.0,71.0,27.0,72.0,28.0,76.0,29.0,72.0,30.0,,,,,,,,,did not hit their potential,
Leroy Fer,L. Fer,186351,['CM'],Netherlands,Feyenoord,84,72,19,74.0,20.0,73.0,21.0,76.0,22.0,76.0,23.0,76.0,24.0,76.0,25.0,76.0,26.0,77.0,27.0,76.0,28.0,73.0,29.0,76.0,30.0,75.0,31.0,did not hit their potential,
Federico Macheda,F. Macheda,186140,['ST'],Italy,Manchester United,84,74,17,74.0,18.0,73.0,19.0,72.0,20.0,70.0,21.0,69.0,22.0,70.0,23.0,70.0,24.0,71.0,25.0,,,73.0,27.0,72.0,28.0,72.0,29.0,did not hit their potential,
Omer Toprak,Ö. Toprak,185239,['CB'],Germany,Sport-Club Freiburg,84,68,19,70.0,20.0,74.0,21.0,74.0,22.0,78.0,23.0,79.0,24.0,81.0,25.0,84.0,26.0,83.0,27.0,82.0,28.0,79.0,29.0,76.0,30.0,77.0,31.0,lived to expectations,7.0
Luiz Gustavo,Luiz Gustavo,185221,['CDM'],Brazil,TSG Hoffenheim,84,76,21,75.0,22.0,79.0,23.0,81.0,24.0,81.0,25.0,82.0,26.0,83.0,27.0,83.0,28.0,80.0,29.0,83.0,30.0,81.0,31.0,80.0,32.0,77.0,33.0,lived to expectations,6.0
Miguel Vitor,Miguel Vítor,185194,['CB'],Portugal,SL Benfica,84,75,20,74.0,21.0,74.0,22.0,72.0,23.0,72.0,24.0,73.0,25.0,76.0,26.0,,,,,,,,,,,,,did not hit their potential,
Dan Gosling,D. Gosling,184749,['RM'],England,Everton,84,74,19,73.0,20.0,73.0,21.0,73.0,22.0,72.0,23.0,72.0,24.0,71.0,25.0,72.0,26.0,73.0,27.0,73.0,28.0,75.0,29.0,73.0,30.0,72.0,31.0,did not hit their potential,
Mattia Mustacchio,M. Mustacchio,184527,['LF'],Italy,Ancona,84,69,20,68.0,21.0,64.0,22.0,64.0,23.0,,,,,,,66.0,27.0,66.0,28.0,69.0,29.0,70.0,30.0,70.0,31.0,,,did not hit their potential,
Kyriakos Papadopoulos,K. Papadopoulos,184477,['CB'],Greece,Olympiacos CFP,84,69,17,71.0,18.0,75.0,19.0,78.0,20.0,78.0,21.0,78.0,22.0,79.0,23.0,79.0,24.0,79.0,25.0,78.0,26.0,76.0,27.0,,,71.0,29.0,did not hit their potential,
Alex Smithies,A. Smithies,184436,['GK'],England,Huddersfield Town,84,67,19,64.0,20.0,66.0,21.0,68.0,22.0,67.0,23.0,67.0,24.0,68.0,25.0,70.0,26.0,73.0,27.0,73.0,28.0,72.0,29.0,72.0,30.0,72.0,31.0,did not hit their potential,
Marko Arnautovic,M. Arnautovic,184200,['ST'],Austria,Inter,84,76,20,77.0,21.0,75.0,22.0,76.0,23.0,76.0,24.0,77.0,25.0,78.0,26.0,82.0,27.0,82.0,28.0,82.0,29.0,82.0,30.0,82.0,31.0,81.0,32.0,did not hit their potential,
Mathias Jorgensen,M. Jørgensen,183491,['CB'],Denmark,F.C. København,84,67,19,73.0,20.0,73.0,21.0,73.0,22.0,71.0,23.0,69.0,24.0,71.0,25.0,73.0,26.0,75.0,27.0,76.0,28.0,76.0,29.0,74.0,30.0,72.0,31.0,did not hit their potential,
Moussa Sissoko,M. Sissoko,183394,['CM'],France,Toulouse Football Club,84,75,19,76.0,20.0,77.0,21.0,75.0,22.0,75.0,23.0,75.0,24.0,78.0,25.0,80.0,26.0,77.0,27.0,76.0,28.0,81.0,29.0,79.0,30.0,78.0,31.0,did not hit their potential,
Timo Gebhart,T. Gebhart,183344,['CAM'],Germany,VfB Stuttgart,84,74,20,77.0,21.0,76.0,22.0,75.0,23.0,75.0,24.0,73.0,25.0,71.0,26.0,,,,,,,65.0,30.0,,,,,did not hit their potential,
Yohan Benalouane,Y. Benalouane,183288,['CB'],France,AS Saint-Étienne,84,69,22,68.0,23.0,69.0,24.0,72.0,25.0,71.0,26.0,75.0,27.0,75.0,28.0,75.0,29.0,75.0,30.0,74.0,31.0,71.0,32.0,69.0,33.0,,,did not hit their potential,
Henri Saivet,H. Saivet,183256,['ST'],France,FC Girondins de Bordeaux,84,61,18,63.0,19.0,73.0,20.0,74.0,21.0,75.0,22.0,74.0,23.0,77.0,24.0,78.0,25.0,77.0,26.0,74.0,27.0,74.0,28.0,66.0,29.0,,,did not hit their potential,
Havard Nordtveit,H. Nordtveit,182888,['CB'],Norway,1. FC Nürnberg,84,71,19,70.0,20.0,72.0,21.0,74.0,22.0,76.0,23.0,75.0,24.0,76.0,25.0,79.0,26.0,77.0,27.0,76.0,28.0,75.0,29.0,73.0,30.0,73.0,31.0,did not hit their potential,
Balazs Dzsudzsak,B. Dzsudzsák,182879,['LW'],Hungary,PSV,84,78,22,80.0,23.0,81.0,24.0,81.0,25.0,79.0,26.0,79.0,27.0,80.0,28.0,79.0,29.0,78.0,30.0,77.0,31.0,76.0,32.0,76.0,33.0,,,did not hit their potential,
Arturo Vidal,A. Vidal,181872,['CM'],Chile,Bayer 04 Leverkusen,84,78,22,79.0,23.0,83.0,24.0,84.0,25.0,85.0,26.0,85.0,27.0,86.0,28.0,87.0,29.0,87.0,30.0,85.0,31.0,84.0,32.0,83.0,33.0,81.0,34.0,exceeded their potential,2.0
Vedran Corluka,V. Ćorluka,181786,['RB'],Croatia,Tottenham Hotspur,84,79,23,78.0,24.0,76.0,25.0,77.0,26.0,77.0,27.0,79.0,28.0,80.0,29.0,82.0,30.0,82.0,31.0,82.0,32.0,82.0,33.0,79.0,34.0,,,did not hit their potential,
Johann Carrasso,J. Carrasso,181694,['GK'],France,Montpellier Hérault SC,84,68,21,69.0,22.0,67.0,23.0,,,64.0,25.0,70.0,26.0,66.0,27.0,67.0,28.0,70.0,29.0,69.0,30.0,,,,,,,did not hit their potential,
Aly Cissokho,A. Cissokho,181455,['LB'],France,Olympique Lyonnais,84,77,21,78.0,22.0,77.0,23.0,76.0,24.0,75.0,25.0,74.0,26.0,74.0,27.0,72.0,28.0,71.0,29.0,70.0,30.0,70.0,31.0,,,,,did not hit their potential,
Albin Ekdal,A. Ekdal,181318,['CM'],Sweden,Siena,84,67,19,70.0,20.0,73.0,21.0,75.0,22.0,75.0,23.0,74.0,24.0,75.0,25.0,76.0,26.0,76.0,27.0,76.0,28.0,76.0,29.0,75.0,30.0,76.0,31.0,did not hit their potential,
Georginio Wijnaldum,G. Wijnaldum,181291,['CAM'],Netherlands,Feyenoord,84,71,18,75.0,19.0,75.0,20.0,76.0,21.0,78.0,22.0,78.0,23.0,80.0,24.0,81.0,25.0,82.0,26.0,82.0,27.0,84.0,28.0,85.0,29.0,84.0,30.0,lived to expectations,10.0
Martin Fenin,M. Fenin,180931,['CF'],Czech Republic,Eintracht Frankfurt,84,74,22,74.0,23.0,71.0,24.0,69.0,25.0,,,,,,,,,,,,,,,,,,,did not hit their potential,
Martin Fillo,M. Fillo,180611,['RM'],Czech Republic,Viking FK,84,73,23,73.0,24.0,,,,,67.0,27.0,,,,,,,,,,,,,,,,,did not hit their potential,
Ki Sung Yueng,Ki Sung-Yueng,180283,['CM'],Korea Republic,Korea Republic,84,69,20,70.0,21.0,74.0,22.0,71.0,23.0,74.0,24.0,74.0,25.0,77.0,26.0,78.0,27.0,78.0,28.0,76.0,29.0,76.0,30.0,72.0,31.0,73.0,32.0,did not hit their potential,
Eren Derdiyok,E. Derdiyok,179972,['ST'],Switzerland,Bayer 04 Leverkusen,84,75,21,79.0,22.0,79.0,23.0,78.0,24.0,75.0,25.0,74.0,26.0,72.0,27.0,75.0,28.0,75.0,29.0,73.0,30.0,72.0,31.0,,,,,did not hit their potential,
Ben Sahar,B. Sahar,179960,['ST'],Israel,RCD Espanyol de Barcelona,84,73,19,,,71.0,21.0,71.0,22.0,71.0,23.0,70.0,24.0,,,,,,,,,,,,,,,did not hit their potential,
Juan Pablo Pino,J. Pino,179713,['CF'],Colombia,AS Monaco,84,76,22,77.0,23.0,,,,,66.0,26.0,68.0,27.0,,,,,,,,,,,,,,,did not hit their potential,
Simon Kjaer,S. Kjær,179645,['CB'],Denmark,Palermo,84,75,20,78.0,21.0,76.0,22.0,75.0,23.0,75.0,24.0,80.0,25.0,81.0,26.0,82.0,27.0,81.0,28.0,79.0,29.0,82.0,30.0,80.0,31.0,83.0,32.0,lived to expectations,12.0
Adel Taarabt,A. Taarabt,179605,['CAM'],Morocco,Queens Park Rangers,84,68,20,74.0,21.0,78.0,22.0,78.0,23.0,78.0,24.0,79.0,25.0,79.0,26.0,,,70.0,28.0,,,75.0,30.0,77.0,31.0,77.0,32.0,did not hit their potential,
Cedric Mongongu,C. Mongongu,179586,['CB'],Congo DR,AS Monaco,84,72,20,74.0,21.0,74.0,22.0,72.0,23.0,71.0,24.0,71.0,25.0,72.0,26.0,67.0,27.0,,,,,,,,,,,did not hit their potential,
Sergio Asenjo,Sergio Asenjo,178750,['GK'],Spain,Atlético de Madrid,84,81,20,76.0,21.0,75.0,22.0,74.0,23.0,74.0,24.0,79.0,25.0,81.0,26.0,81.0,27.0,84.0,28.0,84.0,29.0,82.0,30.0,82.0,31.0,83.0,32.0,lived to expectations,8.0
Cristian Zapata,C. Zapata,177983,['CB'],Colombia,Udinese Calcio,84,77,22,74.0,23.0,77.0,24.0,74.0,25.0,79.0,26.0,77.0,27.0,78.0,28.0,78.0,29.0,78.0,30.0,78.0,31.0,78.0,32.0,74.0,33.0,73.0,34.0,did not hit their potential,
Jose Francisco Torres,J. Torres,177877,['CAM'],United States,United States,84,72,21,70.0,22.0,71.0,23.0,71.0,24.0,70.0,25.0,69.0,26.0,68.0,27.0,69.0,28.0,69.0,29.0,68.0,30.0,,,,,,,did not hit their potential,
Kevin Monnet Paquet,K. Monnet-Paquet,177712,['CF'],France,Racing Club de Lens,84,67,20,68.0,21.0,69.0,22.0,67.0,23.0,67.0,24.0,73.0,25.0,73.0,26.0,75.0,27.0,73.0,28.0,73.0,29.0,73.0,30.0,72.0,31.0,,,did not hit their potential,
Mathieu Coutadeur,M. Coutadeur,177482,['CDM'],France,AS Monaco,84,76,23,75.0,24.0,74.0,25.0,73.0,26.0,72.0,27.0,72.0,28.0,,,69.0,30.0,73.0,31.0,72.0,32.0,70.0,33.0,71.0,34.0,68.0,35.0,did not hit their potential,
Baris Ozbek,B. Özbek,177049,['CM'],Turkey,Galatasaray SK,84,75,22,73.0,23.0,,,,,70.0,26.0,67.0,27.0,67.0,28.0,,,65.0,30.0,,,,,,,,,did not hit their potential,
Bryan Ruiz,B. Ruíz,176949,['LW'],Costa Rica,FC Twente,84,78,23,81.0,24.0,82.0,25.0,82.0,26.0,81.0,27.0,78.0,28.0,79.0,29.0,81.0,30.0,77.0,31.0,,,,,,,,,did not hit their potential,
Andreas Beck,A. Beck,176687,['RB'],Germany,Germany,84,77,22,76.0,23.0,76.0,24.0,75.0,25.0,74.0,26.0,74.0,27.0,75.0,28.0,76.0,29.0,75.0,30.0,74.0,31.0,73.0,32.0,70.0,33.0,68.0,34.0,did not hit their potential,
Kevin Gameiro,K. Gameiro,176600,['ST'],France,FC Lorient,84,76,22,78.0,23.0,83.0,24.0,79.0,25.0,78.0,26.0,79.0,27.0,79.0,28.0,83.0,29.0,83.0,30.0,81.0,31.0,81.0,32.0,79.0,33.0,77.0,34.0,lived to expectations,2.0
Bruno Pereirinha,Bruno Pereirinha,176031,['RM'],Portugal,Sporting CP,84,76,21,75.0,22.0,74.0,23.0,72.0,24.0,70.0,25.0,69.0,26.0,,,,,71.0,29.0,,,,,,,,,did not hit their potential,
Kevin Prince Boateng,K. Boateng,173909,['CM'],Germany,Portsmouth,84,75,22,78.0,23.0,82.0,24.0,85.0,25.0,81.0,26.0,80.0,27.0,78.0,28.0,79.0,29.0,80.0,30.0,81.0,31.0,79.0,32.0,78.0,33.0,78.0,34.0,lived to expectations,3.0
Adrian,Adrian,173818,['ST'],Spain,Deportivo de La Coruña,84,73,21,74.0,22.0,75.0,23.0,79.0,24.0,77.0,25.0,78.0,26.0,76.0,27.0,77.0,28.0,75.0,29.0,77.0,30.0,76.0,31.0,75.0,32.0,,,did not hit their potential,
Mark Randall,M. Randall,173538,['CM'],England,Arsenal,84,71,19,66.0,20.0,61.0,21.0,60.0,22.0,,,60.0,24.0,61.0,25.0,62.0,26.0,62.0,27.0,62.0,28.0,,,,,,,did not hit their potential,
Sebastien Bassong,S. Bassong,172949,['CB'],France,Tottenham Hotspur,84,78,22,78.0,23.0,75.0,24.0,74.0,25.0,75.0,26.0,74.0,27.0,75.0,28.0,74.0,29.0,,,68.0,31.0,,,,,,,did not hit their potential,
