Player name,Known as,player_id,position,nationality,team,Fifa 16 Potential rating,Fifa 16 overall_rating,Fifa 16 age,Fifa 17 overall_rating,Fifa 17 age,Fifa 18 overall_rating,Fifa 18 age,Fifa 19 overall_rating,Fifa 19 age,Fifa 20 overall_rating,Fifa 20 age,Fifa 21 overall_rating,Fifa 21 age,Fifa 22 overall_rating,Fifa 22 age,Fifa 16 outcome,Year potential reached
Jack Grealish,J. Grealish,206517,"['LM', 'CAM']",Republic of Ireland,Aston Villa,83,72,19,72.0,20.0,73.0,21.0,74.0,22.0,77.0,23.0,80.0,24.0,84.0,25.0,lived to expectations,6.0
Ivan Lopez Mendoza,Iván López,206238,"['RB', 'RWB']",Spain,Levante Unión Deportiva,83,75,21,73.0,22.0,72.0,23.0,73.0,24.0,72.0,25.0,,,,,did not hit their potential,
Paul Nardi,P. Nardi,206218,['GK'],France,AS Monaco,83,72,21,72.0,22.0,,,71.0,24.0,73.0,25.0,73.0,26.0,73.0,27.0,did not hit their potential,
Okay Yokuslu,O. Yokuşlu,205201,"['CM', 'CAM', 'CF', 'ST']",Turkey,Trabzonspor,83,72,21,75.0,22.0,75.0,23.0,77.0,24.0,78.0,25.0,77.0,26.0,76.0,27.0,did not hit their potential,
Karim Rekik,K. Rekik,205193,['CB'],Netherlands,Olympique de Marseille,83,75,20,73.0,21.0,73.0,22.0,79.0,23.0,78.0,24.0,75.0,25.0,74.0,26.0,did not hit their potential,
Juan Bernat Velasco,Bernat,205069,"['LB', 'LM']",Spain,FC Bayern München,83,79,22,79.0,23.0,79.0,24.0,77.0,25.0,80.0,26.0,83.0,27.0,82.0,28.0,lived to expectations,5.0
Michy Batshuayi,M. Batshuayi,204529,['ST'],Belgium,Olympique de Marseille,83,78,21,81.0,22.0,80.0,23.0,81.0,24.0,79.0,25.0,78.0,26.0,76.0,27.0,did not hit their potential,
Thorgan Hazard,T. Hazard,203486,"['LM', 'CAM']",Belgium,Borussia Mönchengladbach,83,78,22,79.0,23.0,80.0,24.0,81.0,25.0,82.0,26.0,83.0,27.0,82.0,28.0,lived to expectations,4.0
Virgil Van Dijk,V. van Dijk,203376,['CB'],Netherlands,Celtic,83,77,23,79.0,24.0,83.0,25.0,85.0,26.0,90.0,27.0,90.0,28.0,89.0,29.0,exceeded their potential,2.0
Martin Hinteregger,M. Hinteregger,201922,['CB'],Austria,FC Red Bull Salzburg,83,75,22,75.0,23.0,77.0,24.0,77.0,25.0,80.0,26.0,80.0,27.0,80.0,28.0,did not hit their potential,
Rafael Alcantara,Rafinha,201400,"['CM', 'RW', 'LW']",Brazil,FC Barcelona,83,79,22,80.0,23.0,81.0,24.0,82.0,25.0,81.0,26.0,79.0,27.0,80.0,28.0,lived to expectations,3.0
Jeison Murillo,J. Murillo,201377,['CB'],Colombia,Inter,83,77,23,80.0,24.0,79.0,25.0,81.0,26.0,79.0,27.0,77.0,28.0,77.0,29.0,did not hit their potential,
Adam Maher,A. Maher,200223,"['CAM', 'CM']",Netherlands,PSV,83,76,21,74.0,22.0,74.0,23.0,,,76.0,25.0,75.0,26.0,75.0,27.0,did not hit their potential,
Marco Van Ginkel,M. van Ginkel,199767,['CM'],Netherlands,Stoke City,83,75,22,77.0,23.0,78.0,24.0,79.0,25.0,77.0,26.0,75.0,27.0,76.0,28.0,did not hit their potential,
Juan Manuel Iturbe,J. Iturbe,199151,['RW'],Argentina,Roma,83,77,22,77.0,23.0,76.0,24.0,76.0,25.0,72.0,26.0,72.0,27.0,,,did not hit their potential,
Mathew Ryan,M. Ryan,199005,['GK'],Australia,Valencia CF,83,78,23,79.0,24.0,77.0,25.0,78.0,26.0,80.0,27.0,80.0,28.0,77.0,29.0,did not hit their potential,
Sergio Miguel Relvas De Oliveira,Sérgio Oliveira,198031,"['CM', 'CAM']",Portugal,FC Porto,83,75,23,76.0,24.0,74.0,25.0,79.0,26.0,78.0,27.0,78.0,28.0,80.0,29.0,did not hit their potential,
Pajtim Kasami,P. Kasami,197900,"['CM', 'CAM', 'RM', 'CDM']",Switzerland,Olympiacos CFP,83,75,23,76.0,24.0,,,72.0,26.0,73.0,27.0,,,74.0,29.0,did not hit their potential,
Joel Matip,J. Matip,197061,"['CB', 'CDM']",Cameroon,FC Schalke 04,83,80,23,82.0,24.0,83.0,25.0,81.0,26.0,82.0,27.0,83.0,28.0,83.0,29.0,lived to expectations,1.0
Alphonse Areola,A. Aréola,193105,['GK'],France,Villarreal CF,83,74,22,81.0,23.0,79.0,24.0,81.0,25.0,82.0,26.0,82.0,27.0,82.0,28.0,lived to expectations,4.0
Jonjo Shelvey,J. Shelvey,189165,"['CM', 'CDM', 'CAM']",England,Swansea City,83,77,23,77.0,24.0,77.0,25.0,78.0,26.0,77.0,27.0,77.0,28.0,75.0,29.0,did not hit their potential,
Manuel Lanzini,M. Lanzini,188988,['CAM'],Argentina,West Ham United,83,76,22,79.0,23.0,81.0,24.0,81.0,25.0,80.0,26.0,78.0,27.0,77.0,28.0,did not hit their potential,
Dennon Lewis,D. Lewis,230033,"['LW', 'RW', 'ST']",England,Watford,82,63,18,,,63.0,20.0,,,,,,,,,did not hit their potential,
Gaston Pereiro,G. Pereiro,229636,"['RW', 'CAM']",Uruguay,PSV,82,73,20,75.0,21.0,76.0,22.0,76.0,23.0,77.0,24.0,75.0,25.0,73.0,26.0,did not hit their potential,
Joao Maria Palhinha Goncalves,Palhinha,229391,['CDM'],Portugal,Moreirense FC,82,68,19,74.0,20.0,76.0,21.0,,,76.0,23.0,78.0,24.0,82.0,25.0,lived to expectations,6.0
Julen Arellano Zaldua,Arellano,229364,"['LB', 'LM']",Spain,Athletic Club de Bilbao B,82,63,18,,,63.0,20.0,,,,,,,,,did not hit their potential,
Raphael Gregorio Guzzo,Raphael Guzzo,228589,['CM'],Portugal,CD Tondela,82,68,20,,,70.0,22.0,67.0,23.0,,,,,69.0,26.0,did not hit their potential,
Yeray Alvarez Lopez,Yeray,227950,"['CB', 'RB']",Spain,Athletic Club de Bilbao B,82,69,20,72.0,21.0,78.0,22.0,77.0,23.0,80.0,24.0,80.0,25.0,81.0,26.0,lived to expectations,6.0
Nelson Cabral Semedo,Nélson Semedo,227928,['RB'],Portugal,SL Benfica,82,72,21,76.0,22.0,81.0,23.0,80.0,24.0,82.0,25.0,83.0,26.0,80.0,27.0,lived to expectations,2.0
Alejandro Remiro Gargallo,Álex Remiro,227127,['GK'],Spain,Athletic Club de Bilbao B,82,68,20,71.0,21.0,72.0,22.0,75.0,23.0,76.0,24.0,80.0,25.0,81.0,26.0,lived to expectations,6.0
Benjamin Verbic,B. Verbič,225997,"['LW', 'RW', 'ST']",Slovenia,F.C. København,82,70,21,71.0,22.0,71.0,23.0,78.0,24.0,78.0,25.0,78.0,26.0,77.0,27.0,did not hit their potential,
Assane Gnoukouri,A. Gnoukouri,225970,['CM'],Côte d'Ivoire,Inter,82,69,18,70.0,19.0,70.0,20.0,68.0,21.0,,,,,,,did not hit their potential,
Ainsley Maitland Niles,A. Maitland-Niles,225782,"['RM', 'CM']",England,Ipswich Town,82,64,17,65.0,18.0,65.0,19.0,71.0,20.0,75.0,21.0,76.0,22.0,75.0,23.0,still has time,
Felipe Gedoz Da Conceicao,Gedoz,225346,['RW'],Brazil,Club Brugge KV,82,74,21,73.0,22.0,,,,,,,72.0,26.0,,,did not hit their potential,
Adama Traore,A. Traoré,225151,"['CM', 'CAM']",Mali,AS Monaco,82,68,20,71.0,21.0,71.0,22.0,72.0,23.0,71.0,24.0,71.0,25.0,73.0,26.0,did not hit their potential,
Rivaldo Coetzee,R. Coetzee,225137,['CB'],South Africa,South Africa,82,67,18,68.0,19.0,71.0,20.0,,,,,71.0,23.0,,,did not hit their potential,
Jonathan Rodriguez,J. Rodríguez,223816,['ST'],Uruguay,Deportivo de La Coruña,82,74,21,73.0,22.0,72.0,23.0,73.0,24.0,75.0,25.0,78.0,26.0,80.0,27.0,did not hit their potential,
Timon Wellenreuther,T. Wellenreuther,223686,['GK'],Germany,RCD Mallorca,82,67,19,72.0,20.0,68.0,21.0,66.0,22.0,69.0,23.0,71.0,24.0,70.0,25.0,still has time,
Mario Pasalic,M. Pašalić,223273,"['CDM', 'CM']",Croatia,AS Monaco,82,72,20,,,76.0,22.0,76.0,23.0,77.0,24.0,77.0,25.0,78.0,26.0,did not hit their potential,
Ozan Tufan,O. Tufan,223154,"['CDM', 'RM']",Turkey,Fenerbahçe SK,82,76,20,76.0,21.0,76.0,22.0,74.0,23.0,73.0,24.0,72.0,25.0,76.0,26.0,did not hit their potential,
Franco Cervi,F. Cervi,223061,"['RM', 'LM']",Argentina,Rosario Central,82,74,21,75.0,22.0,78.0,23.0,80.0,24.0,76.0,25.0,78.0,26.0,75.0,27.0,did not hit their potential,
