Player name,Known as,player_id,position,nationality,team,Fifa 12 Potential rating,Fifa 12 overall_rating,Fifa 12 age,Fifa 13 overall_rating,Fifa 13 age,Fifa 14 overall_rating,Fifa 14 age,Fifa 15 overall_rating,Fifa 15 age,Fifa 16 overall_rating,Fifa 16 age,Fifa 17 overall_rating,Fifa 17 age,Fifa 18 overall_rating,Fifa 18 age,Fifa 19 overall_rating,Fifa 19 age,Fifa 20 overall_rating,Fifa 20 age,Fifa 21 overall_rating,Fifa 21 age,Fifa 22 overall_rating,Fifa 22 age,Fifa 12 outcome,Year potential reached
Kevin De Bruyne,K. De Bruyne,192985,"['CAM', 'LM', 'RM', 'CF']",Belgium,KRC Genk,83,75,20,78.0,21.0,80.0,22.0,81.0,23.0,86.0,24.0,88.0,25.0,89.0,26.0,91.0,27.0,91.0,28.0,91.0,29.0,91.0,30.0,exceeded their potential,4.0
Luciano Narsingh,L. Narsingh,192362,"['RW', 'LW']",Netherlands,SC Heerenveen,83,73,20,77.0,21.0,76.0,22.0,75.0,23.0,77.0,24.0,76.0,25.0,75.0,26.0,75.0,27.0,72.0,28.0,72.0,29.0,70.0,30.0,did not hit their potential,
Artjoms Rudnevs,A. Rudnevs,192302,"['ST', 'CF', 'RW']",Latvia,Lech Poznań,83,76,23,74.0,24.0,76.0,25.0,75.0,26.0,72.0,27.0,73.0,28.0,73.0,29.0,,,,,,,,,did not hit their potential,
Ander Herrera Aguera,Ander Herrera,191740,"['CAM', 'CM', 'RM', 'CF']",Spain,Athletic Club de Bilbao,83,79,21,77.0,22.0,79.0,23.0,79.0,24.0,81.0,25.0,82.0,26.0,84.0,27.0,83.0,28.0,82.0,29.0,79.0,30.0,79.0,31.0,lived to expectations,5.0
Celso Borges,C. Borges,190799,"['CAM', 'RM', 'CM', 'CF']",Costa Rica,Fredrikstad FK,83,75,23,74.0,24.0,72.0,25.0,72.0,26.0,75.0,27.0,77.0,28.0,78.0,29.0,77.0,30.0,74.0,31.0,74.0,32.0,,,did not hit their potential,
Guido Marilungo,G. Marilungo,189728,"['CF', 'RW', 'LW', 'ST']",Italy,Atalanta,83,71,21,74.0,22.0,72.0,23.0,69.0,24.0,71.0,25.0,72.0,26.0,71.0,27.0,71.0,28.0,,,,,,,did not hit their potential,
Kevin Strootman,K. Strootman,189712,"['CM', 'CAM', 'CDM']",Netherlands,PSV,83,76,21,78.0,22.0,79.0,23.0,81.0,24.0,80.0,25.0,81.0,26.0,84.0,27.0,83.0,28.0,80.0,29.0,77.0,30.0,76.0,31.0,lived to expectations,6.0
Daniel Filipe Martins Carrico,Daniel Carriço,189156,['CB'],Portugal,Sporting CP,83,77,22,76.0,23.0,72.0,24.0,76.0,25.0,80.0,26.0,81.0,27.0,80.0,28.0,78.0,29.0,78.0,30.0,76.0,31.0,76.0,32.0,did not hit their potential,
Aleksandar Dragovic,A. Dragović,189060,"['CB', 'CDM']",Austria,FC Basel 1893,83,73,20,74.0,21.0,74.0,22.0,75.0,23.0,78.0,24.0,79.0,25.0,77.0,26.0,77.0,27.0,77.0,28.0,75.0,29.0,76.0,30.0,did not hit their potential,
Pierre Emerick Aubameyang,P. Aubameyang,188567,"['ST', 'RM', 'RW']",Gabon,AS Saint-Étienne,83,75,22,79.0,23.0,80.0,24.0,79.0,25.0,82.0,26.0,86.0,27.0,88.0,28.0,87.0,29.0,88.0,30.0,87.0,31.0,85.0,32.0,exceeded their potential,4.0
Daniel Pacheco Lobato,Dani Pacheco,188554,"['CF', 'ST', 'CAM']",Spain,Rayo Vallecano,83,72,20,71.0,21.0,69.0,22.0,70.0,23.0,71.0,24.0,74.0,25.0,74.0,26.0,76.0,27.0,73.0,28.0,70.0,29.0,,,did not hit their potential,
Marco Reus,M. Reus,188350,"['RM', 'RW', 'ST', 'LW']",Germany,Borussia Mönchengladbach,83,79,22,84.0,23.0,85.0,24.0,86.0,25.0,86.0,26.0,88.0,27.0,86.0,28.0,85.0,29.0,88.0,30.0,85.0,31.0,85.0,32.0,exceeded their potential,1.0
Emmanuel Riviere,E. Riviere,188289,"['ST', 'RW', 'RM']",France,Toulouse Football Club,83,75,21,75.0,22.0,72.0,23.0,73.0,24.0,72.0,25.0,70.0,26.0,70.0,27.0,69.0,28.0,,,,,67.0,31.0,did not hit their potential,
James Mccarthy,J. McCarthy,188253,"['CM', 'CAM', 'LM']",Republic of Ireland,Republic of Ireland,83,75,20,74.0,21.0,75.0,22.0,79.0,23.0,80.0,24.0,81.0,25.0,80.0,26.0,78.0,27.0,75.0,28.0,76.0,29.0,74.0,30.0,did not hit their potential,
Lewis Holtby,L. Holtby,188154,"['CAM', 'LM', 'CDM', 'CM']",Germany,FC Schalke 04,83,76,20,78.0,21.0,78.0,22.0,77.0,23.0,76.0,24.0,78.0,25.0,77.0,26.0,76.0,27.0,,,72.0,29.0,71.0,30.0,did not hit their potential,
Oscar Dos Santos Emboaba,Oscar,188152,"['CAM', 'CF']",Brazil,Internacional,83,77,19,80.0,20.0,82.0,21.0,84.0,22.0,84.0,23.0,83.0,24.0,83.0,25.0,82.0,26.0,83.0,27.0,83.0,28.0,82.0,29.0,lived to expectations,2.0
Airton Ribeiro Santos,Airton,187954,"['CDM', 'CB', 'RB']",Brazil,Flamengo,83,75,21,72.0,22.0,71.0,23.0,,,,,,,,,,,,,,,,,did not hit their potential,
Mauricio Isla,M. Isla,187800,"['RM', 'RWB', 'CM', 'RB']",Chile,Udinese Calcio,83,80,23,80.0,24.0,77.0,25.0,76.0,26.0,77.0,27.0,76.0,28.0,76.0,29.0,76.0,30.0,75.0,31.0,76.0,32.0,,,did not hit their potential,
Fabio Daprela,F. Daprelà,186950,"['LB', 'LWB']",Switzerland,Brescia,83,67,20,70.0,21.0,68.0,22.0,66.0,23.0,67.0,24.0,68.0,25.0,,,69.0,27.0,69.0,28.0,67.0,29.0,67.0,30.0,did not hit their potential,
Ilkay Gundogan,I. Gündogan,186942,"['CM', 'CAM', 'CDM', 'RM']",Germany,Borussia Dortmund,83,77,20,80.0,21.0,84.0,22.0,83.0,23.0,82.0,24.0,85.0,25.0,85.0,26.0,84.0,27.0,84.0,28.0,83.0,29.0,85.0,30.0,exceeded their potential,2.0
Mateo Musacchio,M. Musacchio,186547,"['CB', 'CDM']",Argentina,Villarreal CF,83,77,20,74.0,21.0,74.0,22.0,80.0,23.0,81.0,24.0,83.0,25.0,83.0,26.0,80.0,27.0,80.0,28.0,78.0,29.0,,,lived to expectations,5.0
Leroy Fer,L. Fer,186351,"['CM', 'CDM', 'CAM']",Netherlands,FC Twente,83,73,21,76.0,22.0,76.0,23.0,76.0,24.0,76.0,25.0,76.0,26.0,77.0,27.0,76.0,28.0,73.0,29.0,76.0,30.0,75.0,31.0,did not hit their potential,
Gael Kakuta,G. Kakuta,186197,"['LW', 'LM']",France,Bolton Wanderers,83,75,20,69.0,21.0,73.0,22.0,73.0,23.0,75.0,24.0,,,76.0,26.0,76.0,27.0,73.0,28.0,75.0,29.0,78.0,30.0,did not hit their potential,
Ron Robert Zieler,R. Zieler,186148,['GK'],Germany,Hannover 96,83,78,22,78.0,23.0,78.0,24.0,79.0,25.0,80.0,26.0,81.0,27.0,79.0,28.0,79.0,29.0,78.0,30.0,74.0,31.0,73.0,32.0,did not hit their potential,
Jordon Mutch,J. Mutch,186117,"['CM', 'CDM', 'CAM']",England,Birmingham City,83,71,19,72.0,20.0,70.0,21.0,69.0,22.0,71.0,23.0,72.0,24.0,70.0,25.0,68.0,26.0,,,63.0,28.0,63.0,29.0,did not hit their potential,
Luiz Gustavo Dias,Luiz Gustavo,185221,"['CDM', 'CM', 'LB', 'CB']",Brazil,FC Bayern München,83,79,23,81.0,24.0,81.0,25.0,82.0,26.0,83.0,27.0,83.0,28.0,80.0,29.0,83.0,30.0,81.0,31.0,80.0,32.0,77.0,33.0,lived to expectations,3.0
Kyriakos Papadopoulos,K. Papadopoulos,184477,"['CB', 'CDM']",Greece,FC Schalke 04,83,75,19,78.0,20.0,78.0,21.0,78.0,22.0,79.0,23.0,79.0,24.0,79.0,25.0,78.0,26.0,76.0,27.0,,,71.0,29.0,did not hit their potential,
Martin Olsson,M. Olsson,184472,"['LB', 'LM', 'CAM']",Sweden,Blackburn Rovers,83,74,23,73.0,24.0,73.0,25.0,74.0,26.0,76.0,27.0,75.0,28.0,75.0,29.0,75.0,30.0,,,71.0,32.0,71.0,33.0,did not hit their potential,
Diego Perotti,D. Perotti,183900,"['LW', 'RW', 'CAM', 'LM']",Argentina,Sevilla FC,83,79,22,78.0,23.0,76.0,24.0,74.0,25.0,79.0,26.0,80.0,27.0,80.0,28.0,81.0,29.0,80.0,30.0,79.0,31.0,75.0,32.0,did not hit their potential,
Barry Bannan,B. Bannan,183540,"['CM', 'CAM', 'LM', 'RM']",Scotland,Aston Villa,83,73,21,73.0,22.0,71.0,23.0,75.0,24.0,71.0,25.0,72.0,26.0,73.0,27.0,72.0,28.0,74.0,29.0,73.0,30.0,73.0,31.0,did not hit their potential,
Jay Spearing,J. Spearing,183527,"['CM', 'CDM']",England,Liverpool,83,71,22,71.0,23.0,71.0,24.0,70.0,25.0,68.0,26.0,69.0,27.0,,,67.0,29.0,68.0,30.0,67.0,31.0,65.0,32.0,did not hit their potential,
Cheikh Mbengue,C. M'Bengué,183395,['LB'],Senegal,Toulouse Football Club,83,74,22,75.0,23.0,73.0,24.0,74.0,25.0,75.0,26.0,75.0,27.0,71.0,28.0,70.0,29.0,,,,,,,did not hit their potential,
Moussa Sissoko,M. Sissoko,183394,"['CM', 'RM', 'CDM']",France,Toulouse Football Club,83,77,21,75.0,22.0,75.0,23.0,75.0,24.0,78.0,25.0,80.0,26.0,77.0,27.0,76.0,28.0,81.0,29.0,79.0,30.0,78.0,31.0,did not hit their potential,
Henri Saivet,H. Saivet,183256,"['RW', 'LW', 'ST']",France,FC Girondins de Bordeaux,83,73,20,74.0,21.0,75.0,22.0,74.0,23.0,77.0,24.0,78.0,25.0,77.0,26.0,74.0,27.0,74.0,28.0,66.0,29.0,,,did not hit their potential,
Valentin Stocker,V. Stocker,183187,"['LM', 'RM', 'CAM']",Switzerland,FC Basel 1893,83,75,22,76.0,23.0,76.0,24.0,79.0,25.0,78.0,26.0,77.0,27.0,76.0,28.0,74.0,29.0,73.0,30.0,73.0,31.0,73.0,32.0,did not hit their potential,
Ciaran Clark,C. Clark,183129,"['CB', 'LB', 'CDM']",Republic of Ireland,Aston Villa,83,75,21,74.0,22.0,73.0,23.0,73.0,24.0,77.0,25.0,76.0,26.0,76.0,27.0,76.0,28.0,75.0,29.0,76.0,30.0,75.0,31.0,did not hit their potential,
Max Gradel,M. Gradel,182945,"['RW', 'LW', 'CAM']",Côte d'Ivoire,AS Saint-Étienne,83,73,23,72.0,24.0,74.0,25.0,74.0,26.0,79.0,27.0,79.0,28.0,77.0,29.0,77.0,30.0,79.0,31.0,77.0,32.0,77.0,33.0,did not hit their potential,
Albin Ekdal,A. Ekdal,181318,"['CAM', 'CM', 'LM', 'CDM']",Sweden,Cagliari,83,73,21,75.0,22.0,75.0,23.0,74.0,24.0,75.0,25.0,76.0,26.0,76.0,27.0,76.0,28.0,76.0,29.0,75.0,30.0,76.0,31.0,did not hit their potential,
Tomas Necid,T. Necid,181281,['ST'],Czech Republic,PFC CSKA Moscow,83,76,21,76.0,22.0,75.0,23.0,75.0,24.0,73.0,25.0,74.0,26.0,72.0,27.0,72.0,28.0,69.0,29.0,,,,,did not hit their potential,
Breno Vinicius Borges,Breno,180955,"['CB', 'RB', 'LB']",Brazil,FC Bayern München,83,75,21,,,,,,,75.0,25.0,,,,,,,,,,,,,did not hit their potential,
Eren Derdiyok,E. Derdiyok,179972,"['ST', 'RW']",Switzerland,Bayer 04 Leverkusen,83,79,23,78.0,24.0,75.0,25.0,74.0,26.0,72.0,27.0,75.0,28.0,75.0,29.0,73.0,30.0,72.0,31.0,,,,,did not hit their potential,
Radja Nainggolan,R. Nainggolan,178518,"['CM', 'CAM', 'CDM', 'LM']",Belgium,Cagliari,83,76,23,79.0,24.0,80.0,25.0,79.0,26.0,83.0,27.0,84.0,28.0,86.0,29.0,85.0,30.0,83.0,31.0,83.0,32.0,80.0,33.0,exceeded their potential,4.0
Jeremain Lens,J. Lens,178416,"['RW', 'ST', 'LW']",Netherlands,PSV,83,78,23,76.0,24.0,77.0,25.0,78.0,26.0,79.0,27.0,79.0,28.0,80.0,29.0,78.0,30.0,77.0,31.0,76.0,32.0,73.0,33.0,did not hit their potential,
Jonathan De Guzman,J. De Guzmán,177569,"['CAM', 'CM', 'CF', 'RM']",Netherlands,Villarreal CF,83,78,23,75.0,24.0,76.0,25.0,76.0,26.0,77.0,27.0,77.0,28.0,77.0,29.0,75.0,30.0,76.0,31.0,,,,,did not hit their potential,
Axel Witsel,A. Witsel,177413,"['CAM', 'CM', 'CDM', 'RM']",Belgium,SL Benfica,83,76,22,81.0,23.0,80.0,24.0,80.0,25.0,81.0,26.0,82.0,27.0,82.0,28.0,82.0,29.0,85.0,30.0,84.0,31.0,83.0,32.0,exceeded their potential,5.0
Bojan Krkic Perez,Bojan,176993,"['CF', 'ST', 'LW', 'RW']",Spain,Roma,83,78,20,76.0,21.0,79.0,22.0,77.0,23.0,81.0,24.0,82.0,25.0,79.0,26.0,75.0,27.0,74.0,28.0,73.0,29.0,71.0,30.0,lived to expectations,5.0
Marouane Fellaini,M. Fellaini,176944,"['CM', 'CDM', 'CAM']",Belgium,Everton,83,79,23,81.0,24.0,81.0,25.0,79.0,26.0,78.0,27.0,78.0,28.0,79.0,29.0,79.0,30.0,76.0,31.0,75.0,32.0,75.0,33.0,did not hit their potential,
Nathan Dyer,N. Dyer,173436,"['RW', 'LW', 'RM', 'LM']",England,Swansea City,83,73,23,75.0,24.0,75.0,25.0,74.0,26.0,76.0,27.0,77.0,28.0,75.0,29.0,74.0,30.0,69.0,31.0,69.0,32.0,,,did not hit their potential,
Alberto Frison,A. Frison,173023,['GK'],Italy,Vicenza,83,73,22,72.0,23.0,73.0,24.0,70.0,25.0,,,,,,,,,,,,,,,did not hit their potential,
Mark Davies,M. Davies,170074,"['CAM', 'CM']",England,Bolton Wanderers,83,75,23,74.0,24.0,73.0,25.0,71.0,26.0,72.0,27.0,69.0,28.0,,,,,,,,,,,did not hit their potential,
Scott Sinclair,S. Sinclair,169214,"['LW', 'RW', 'CF', 'ST']",England,Swansea City,83,74,22,75.0,23.0,75.0,24.0,72.0,25.0,74.0,26.0,75.0,27.0,77.0,28.0,75.0,29.0,74.0,30.0,72.0,31.0,72.0,32.0,did not hit their potential,
Alejandro Gomez,A. Gómez,143076,"['RW', 'CAM', 'LW', 'CF']",Argentina,Catania,83,78,23,79.0,24.0,,,,,75.0,27.0,80.0,28.0,84.0,29.0,84.0,30.0,85.0,31.0,86.0,32.0,85.0,33.0,exceeded their potential,6.0
Borys Taschi,B. Taschi,205892,['CAM'],Ukraine,Dinamo Moscow,82,62,17,,,62.0,19.0,,,,,65.0,22.0,66.0,23.0,70.0,24.0,69.0,25.0,66.0,26.0,66.0,27.0,did not hit their potential,
Chris Gadi,C. Gadi,204893,"['ST', 'CF', 'RW']",France,Olympique de Marseille,82,64,19,,,,,,,,,,,,,,,,,,,,,did not hit their potential,
Sime Vrsaljko,Š. Vrsaljko,203890,"['RB', 'RM']",Croatia,Croatia,82,67,19,,,68.0,21.0,72.0,22.0,75.0,23.0,79.0,24.0,79.0,25.0,81.0,26.0,80.0,27.0,80.0,28.0,80.0,29.0,lived to expectations,7.0
Bruno Zuculini,B. Zuculini,203864,['CM'],Argentina,Racing Club,82,61,18,66.0,19.0,68.0,20.0,73.0,21.0,74.0,22.0,,,71.0,24.0,70.0,25.0,75.0,26.0,73.0,27.0,74.0,28.0,did not hit their potential,
Alejandro Martinuccio,A. Martinuccio,202612,"['CF', 'CAM', 'RW']",Argentina,Fluminense,82,75,23,72.0,24.0,74.0,25.0,,,,,,,,,,,,,,,,,did not hit their potential,
Roberto Firmino Barbosa De Oliveira,Roberto Firmino,201942,"['CAM', 'RM', 'RW']",Brazil,TSG Hoffenheim,82,75,19,77.0,20.0,78.0,21.0,81.0,22.0,82.0,23.0,82.0,24.0,83.0,25.0,86.0,26.0,86.0,27.0,87.0,28.0,85.0,29.0,exceeded their potential,3.0
Daniel Martinez,D. Martínez,201897,['ST'],Paraguay,Palermo,82,65,17,,,64.0,19.0,,,64.0,21.0,64.0,22.0,,,,,,,,,,,did not hit their potential,
Matteo Liviero,M. Liviero,201882,"['LB', 'LWB', 'LM']",Italy,Juventus,82,58,18,,,60.0,20.0,61.0,21.0,,,,,,,64.0,25.0,,,,,,,did not hit their potential,
Sergei Bryzgalov,S. Bryzgalov,201165,"['CB', 'RB', 'LB']",Russia,Spartak Moskva,82,64,18,66.0,19.0,70.0,20.0,70.0,21.0,71.0,22.0,71.0,23.0,70.0,24.0,,,,,,,,,did not hit their potential,
Moritz Leitner,M. Leitner,200857,"['CM', 'CAM', 'RM', 'LM']",Germany,Borussia Dortmund,82,70,18,74.0,19.0,74.0,20.0,74.0,21.0,73.0,22.0,74.0,23.0,74.0,24.0,72.0,25.0,73.0,26.0,72.0,27.0,71.0,28.0,did not hit their potential,
Diogo Ferreira Salomao,Salomão,200271,"['LW', 'LM']",Portugal,Deportivo de La Coruña,82,70,22,69.0,23.0,69.0,24.0,72.0,25.0,,,70.0,27.0,,,,,72.0,30.0,69.0,31.0,,,did not hit their potential,
Yaya Soumahoro,Y. Soumahoro,199818,"['LW', 'LM']",Côte d'Ivoire,KAA Gent,82,72,21,72.0,22.0,68.0,23.0,68.0,24.0,66.0,25.0,,,,,,,,,,,,,did not hit their potential,
Alex Oxlade Chamberlain,A. Oxlade-Chamberlain,198784,"['RM', 'CAM', 'RW']",England,Arsenal,82,69,17,76.0,18.0,77.0,19.0,78.0,20.0,79.0,21.0,79.0,22.0,80.0,23.0,80.0,24.0,80.0,25.0,79.0,26.0,79.0,27.0,did not hit their potential,
Eugene Starikov,E. Starikov,198652,"['ST', 'CF', 'LW', 'RW']",United States,FC Tom Tomsk,82,71,22,,,62.0,24.0,,,,,,,,,,,,,,,,,did not hit their potential,
Franco Jara,F. Jara,198347,"['ST', 'CF']",Argentina,Granada CF,82,77,22,,,74.0,24.0,70.0,25.0,70.0,26.0,74.0,27.0,74.0,28.0,74.0,29.0,75.0,30.0,75.0,31.0,72.0,32.0,did not hit their potential,
Rodrigo Moreno Machado,Rodrigo,198329,"['ST', 'LM', 'RM', 'CF']",Spain,SL Benfica,82,72,20,78.0,21.0,77.0,22.0,80.0,23.0,79.0,24.0,78.0,25.0,78.0,26.0,84.0,27.0,83.0,28.0,82.0,29.0,79.0,30.0,exceeded their potential,7.0
Nenad Tomovic,N. Tomović,194203,"['RB', 'CB']",Serbia,Lecce,82,71,23,74.0,24.0,78.0,25.0,73.0,26.0,75.0,27.0,76.0,28.0,76.0,29.0,75.0,30.0,73.0,31.0,70.0,32.0,,,did not hit their potential,
Magaye Gueye,M. Gueye,193949,"['LM', 'CF', 'RM']",France,Everton,82,73,20,73.0,21.0,71.0,22.0,70.0,23.0,,,69.0,25.0,,,,,,,66.0,29.0,,,did not hit their potential,
Gary Medel,G. Medel,193532,"['CDM', 'RB', 'CM']",Chile,Sevilla FC,82,78,23,78.0,24.0,73.0,25.0,76.0,26.0,81.0,27.0,83.0,28.0,82.0,29.0,81.0,30.0,78.0,31.0,77.0,32.0,74.0,33.0,lived to expectations,4.0
Steven Caulker,S. Caulker,193504,['CB'],England,Swansea City,82,70,19,74.0,20.0,74.0,21.0,76.0,22.0,77.0,23.0,77.0,24.0,73.0,25.0,69.0,26.0,69.0,27.0,70.0,28.0,74.0,29.0,did not hit their potential,
Nicolas Colazo,N. Colazo,193414,"['LM', 'CAM']",Argentina,Boca Juniors,82,67,20,67.0,21.0,69.0,22.0,71.0,23.0,75.0,24.0,70.0,25.0,69.0,26.0,,,70.0,28.0,,,70.0,30.0,did not hit their potential,
Alexandre Lacazette,A. Lacazette,193301,"['ST', 'CF', 'RW']",France,Olympique Lyonnais,82,68,20,74.0,21.0,75.0,22.0,79.0,23.0,84.0,24.0,85.0,25.0,85.0,26.0,84.0,27.0,86.0,28.0,83.0,29.0,82.0,30.0,exceeded their potential,4.0
Maxime Gonalons,M. Gonalons,193116,"['CDM', 'CM', 'CB']",France,Olympique Lyonnais,82,78,22,77.0,23.0,78.0,24.0,80.0,25.0,82.0,26.0,81.0,27.0,80.0,28.0,75.0,29.0,75.0,30.0,76.0,31.0,76.0,32.0,lived to expectations,4.0
Saimon Pains Tormen,Saimon,192573,"['CB', 'RB', 'RWB']",Brazil,Grêmio,82,69,20,69.0,21.0,69.0,22.0,,,66.0,24.0,,,,,,,,,,,,,did not hit their potential,
Bernd Leno,B. Leno,192563,['GK'],Germany,Bayer 04 Leverkusen,82,70,19,79.0,20.0,80.0,21.0,82.0,22.0,84.0,23.0,86.0,24.0,85.0,25.0,84.0,26.0,84.0,27.0,85.0,28.0,83.0,29.0,exceeded their potential,3.0
Gary Gardner,G. Gardner,192320,"['CM', 'CAM']",England,Aston Villa,82,64,19,70.0,20.0,68.0,21.0,68.0,22.0,65.0,23.0,68.0,24.0,70.0,25.0,68.0,26.0,70.0,27.0,69.0,28.0,69.0,29.0,did not hit their potential,
Fabricio Silva Dornellas,Fabricio,191065,['CB'],Brazil,Club Athletico Paranaense,82,72,21,69.0,22.0,70.0,23.0,,,,,,,,,67.0,28.0,,,,,,,did not hit their potential,
Alex Sandro Lobo Silva,Alex Sandro,191043,"['LB', 'LWB', 'CM', 'LM']",Brazil,FC Porto,82,70,20,75.0,21.0,79.0,22.0,79.0,23.0,82.0,24.0,84.0,25.0,86.0,26.0,86.0,27.0,85.0,28.0,85.0,29.0,83.0,30.0,exceeded their potential,4.0
Eliaquim Mangala,E. Mangala,190531,"['CB', 'CDM', 'LB', 'RB']",France,FC Porto,82,72,20,77.0,21.0,81.0,22.0,80.0,23.0,80.0,24.0,80.0,25.0,79.0,26.0,78.0,27.0,76.0,28.0,74.0,29.0,73.0,30.0,lived to expectations,2.0
Nathaniel Clyne,N. Clyne,190456,"['RB', 'LB']",England,Crystal Palace,82,71,20,73.0,21.0,73.0,22.0,74.0,23.0,81.0,24.0,81.0,25.0,82.0,26.0,80.0,27.0,78.0,28.0,,,75.0,30.0,lived to expectations,4.0
Panagiotis Tachtsidis,P. Tachtsidis,190084,"['CM', 'CAM']",Greece,Hellas Verona,82,61,20,75.0,21.0,73.0,22.0,70.0,23.0,75.0,24.0,75.0,25.0,75.0,26.0,74.0,27.0,72.0,28.0,70.0,29.0,70.0,30.0,did not hit their potential,
Rafael Pereira Da Silva,Rafael,189681,"['RB', 'RM', 'CDM']",Brazil,Manchester United,82,76,20,77.0,21.0,77.0,22.0,77.0,23.0,77.0,24.0,78.0,25.0,79.0,26.0,79.0,27.0,78.0,28.0,77.0,29.0,76.0,30.0,did not hit their potential,
Fabio Pereira Da Silva,Fábio,189680,"['LB', 'RB', 'LM']",Brazil,Manchester United,82,75,20,75.0,21.0,75.0,22.0,72.0,23.0,74.0,24.0,74.0,25.0,74.0,26.0,71.0,27.0,72.0,28.0,73.0,29.0,72.0,30.0,did not hit their potential,
Mehmet Ekici,M. Ekici,189595,"['RM', 'CAM', 'LM', 'CM']",Turkey,SV Werder Bremen,82,75,21,74.0,22.0,73.0,23.0,72.0,24.0,78.0,25.0,78.0,26.0,77.0,27.0,76.0,28.0,74.0,29.0,,,,,did not hit their potential,
Iker Muniain Goni,Muniaín,189575,"['LW', 'RW', 'CF']",Spain,Athletic Club de Bilbao,82,78,18,80.0,19.0,78.0,20.0,80.0,21.0,80.0,22.0,78.0,23.0,78.0,24.0,80.0,25.0,82.0,26.0,83.0,27.0,83.0,28.0,lived to expectations,8.0
Lorenzo Ariaudo,L. Ariaudo,189436,"['CB', 'LB']",Italy,Cagliari,82,72,22,74.0,23.0,73.0,24.0,70.0,25.0,72.0,26.0,73.0,27.0,72.0,28.0,72.0,29.0,72.0,30.0,,,,,did not hit their potential,
Dennis Diekmeier,D. Diekmeier,189388,"['RB', 'RM']",Germany,Hamburger SV,82,73,21,73.0,22.0,73.0,23.0,73.0,24.0,75.0,25.0,74.0,26.0,74.0,27.0,,,74.0,29.0,75.0,30.0,72.0,31.0,did not hit their potential,
Nelson Miguel Castro Oliveira,Nélson Oliveira,189303,"['ST', 'CF']",Portugal,SL Benfica,82,69,19,74.0,20.0,73.0,21.0,73.0,22.0,74.0,23.0,,,74.0,25.0,73.0,26.0,73.0,27.0,75.0,28.0,73.0,29.0,did not hit their potential,
Jonjo Shelvey,J. Shelvey,189165,"['CM', 'CAM', 'RM']",England,Liverpool,82,69,19,71.0,20.0,74.0,21.0,74.0,22.0,77.0,23.0,77.0,24.0,77.0,25.0,78.0,26.0,77.0,27.0,77.0,28.0,75.0,29.0,did not hit their potential,
Libor Kozak,L. Kozák,188871,['ST'],Czech Republic,Lazio,82,75,22,74.0,23.0,74.0,24.0,73.0,25.0,74.0,26.0,74.0,27.0,,,68.0,29.0,72.0,30.0,71.0,31.0,,,did not hit their potential,
Bruno Ecuele Manga,B. Ecuélé Manga,188270,"['CB', 'RB']",Gabon,FC Lorient,82,79,22,78.0,23.0,79.0,24.0,76.0,25.0,78.0,26.0,75.0,27.0,72.0,28.0,74.0,29.0,74.0,30.0,74.0,31.0,72.0,32.0,did not hit their potential,
Rafael De Souza Pereira,Rafael Carioca,188041,"['CDM', 'CM']",Brazil,Spartak Moskva,82,74,22,77.0,23.0,75.0,24.0,,,,,,,,,77.0,29.0,78.0,30.0,78.0,31.0,79.0,32.0,did not hit their potential,
Pavel Mamaev,P. Mamaev,187736,"['CM', 'CDM', 'CAM', 'RM']",Russia,PFC CSKA Moscow,82,75,22,75.0,23.0,72.0,24.0,73.0,25.0,76.0,26.0,79.0,27.0,78.0,28.0,,,,,,,,,did not hit their potential,
Ezequiel Munoz,E. Muñoz,186695,"['CB', 'RB']",Argentina,Palermo,82,74,20,75.0,21.0,73.0,22.0,71.0,23.0,72.0,24.0,73.0,25.0,73.0,26.0,71.0,27.0,72.0,28.0,,,70.0,30.0,did not hit their potential,
Daniele Ragatzu,D. Ragatzu,186607,"['ST', 'CF', 'LW', 'RW']",Italy,Gubbio,82,65,19,,,66.0,21.0,63.0,22.0,,,,,,,,,63.0,27.0,62.0,28.0,,,did not hit their potential,
Kieran Gibbs,K. Gibbs,186115,['LB'],England,Arsenal,82,75,21,76.0,22.0,78.0,23.0,78.0,24.0,80.0,25.0,80.0,26.0,78.0,27.0,77.0,28.0,75.0,29.0,75.0,30.0,72.0,31.0,did not hit their potential,
Benjamin Moukandjo,B. Moukandjo,185090,"['RW', 'ST', 'CF']",Cameroon,Cameroon,82,72,22,70.0,23.0,69.0,24.0,69.0,25.0,75.0,26.0,78.0,27.0,77.0,28.0,77.0,29.0,71.0,30.0,,,,,did not hit their potential,
Gylfi Sigurdhsson,G. Sigurðsson,184484,"['CAM', 'LW', 'RW', 'ST']",Iceland,TSG Hoffenheim,82,75,21,76.0,22.0,76.0,23.0,77.0,24.0,78.0,25.0,82.0,26.0,82.0,27.0,82.0,28.0,83.0,29.0,79.0,30.0,79.0,31.0,lived to expectations,5.0
Alex Smithies,A. Smithies,184436,['GK'],England,Huddersfield Town,82,66,21,68.0,22.0,67.0,23.0,67.0,24.0,68.0,25.0,70.0,26.0,73.0,27.0,73.0,28.0,72.0,29.0,72.0,30.0,72.0,31.0,did not hit their potential,
