Player name,Known as,player_id,position,nationality,team,Fifa 11 Potential rating,Fifa 11 overall_rating,Fifa 11 age,Fifa 12 overall_rating,Fifa 12 age,Fifa 13 overall_rating,Fifa 13 age,Fifa 14 overall_rating,Fifa 14 age,Fifa 15 overall_rating,Fifa 15 age,Fifa 16 overall_rating,Fifa 16 age,Fifa 17 overall_rating,Fifa 17 age,Fifa 18 overall_rating,Fifa 18 age,Fifa 19 overall_rating,Fifa 19 age,Fifa 20 overall_rating,Fifa 20 age,Fifa 21 overall_rating,Fifa 21 age,Fifa 22 overall_rating,Fifa 22 age,Fifa 11 outcome,Year potential reached
Matteo Rubin,M. Rubin,183437,"['LB', 'LWB', 'CB']",Italy,Bologna,85,67,22,71.0,23.0,71.0,24.0,72.0,25.0,70.0,26.0,69.0,27.0,,,68.0,29.0,66.0,30.0,,,,,,,did not hit their potential,
Michael Johnson,M. Johnson,182696,"['CM', 'CDM']",England,Manchester City,85,76,22,74.0,23.0,69.0,24.0,,,,,,,,,,,,,,,,,,,did not hit their potential,
Martin Caceres,M. Cáceres,182495,"['CB', 'RB', 'LB']",Uruguay,Sevilla FC,85,78,23,78.0,24.0,80.0,25.0,80.0,26.0,79.0,27.0,81.0,28.0,,,77.0,30.0,78.0,31.0,78.0,32.0,76.0,33.0,75.0,34.0,did not hit their potential,
Fabiano Santacroce,F. Santacroce,182177,"['CB', 'RB']",Italy,Napoli,85,75,23,77.0,24.0,74.0,25.0,71.0,26.0,65.0,27.0,67.0,28.0,,,,,,,,,,,,,did not hit their potential,
Sidnei Rechel Da Silva Jr,Sidnei,182002,['CB'],Brazil,SL Benfica,85,75,21,,,75.0,23.0,72.0,24.0,,,75.0,26.0,80.0,27.0,80.0,27.0,79.0,28.0,80.0,29.0,79.0,30.0,78.0,31.0,did not hit their potential,
Eren Derdiyok,E. Derdiyok,179972,"['ST', 'RW']",Switzerland,Bayer 04 Leverkusen,85,79,22,79.0,23.0,78.0,24.0,75.0,25.0,74.0,26.0,72.0,27.0,75.0,28.0,75.0,29.0,73.0,30.0,72.0,31.0,,,,,did not hit their potential,
Anthony Annan,A. Annan,179909,"['CDM', 'CM', 'RM', 'LM']",Ghana,Rosenborg BK,85,78,23,75.0,24.0,74.0,25.0,69.0,26.0,,,,,64.0,29.0,65.0,30.0,65.0,31.0,,,,,,,did not hit their potential,
Edinson Cavani,E. Cavani,179813,"['ST', 'RF', 'CF', 'RW']",Uruguay,Napoli,85,80,23,86.0,24.0,86.0,25.0,87.0,26.0,86.0,27.0,85.0,28.0,85.0,29.0,87.0,30.0,89.0,31.0,88.0,32.0,,,85.0,34.0,exceeded their potential,1.0
Jeremain Lens,J. Lens,178416,"['RW', 'CF', 'LW', 'ST']",Netherlands,PSV,85,77,22,78.0,23.0,76.0,24.0,77.0,25.0,78.0,26.0,79.0,27.0,79.0,28.0,80.0,29.0,78.0,30.0,77.0,31.0,76.0,32.0,73.0,33.0,did not hit their potential,
Kevin Constant,K. Constant,177935,"['CAM', 'CF', 'CM', 'LW']",Guinea,Chievo Verona,85,69,23,75.0,24.0,76.0,25.0,78.0,26.0,72.0,27.0,75.0,28.0,,,71.0,30.0,,,,,,,,,did not hit their potential,
Sven Bender,S. Bender,177458,"['CDM', 'CM', 'CB']",Germany,Borussia Dortmund,85,75,21,79.0,22.0,81.0,23.0,81.0,24.0,81.0,25.0,80.0,26.0,82.0,27.0,80.0,28.0,81.0,29.0,80.0,30.0,81.0,31.0,,,did not hit their potential,
Ola Toivonen,O. Toivonen,176794,"['CAM', 'CM', 'CF', 'ST']",Sweden,PSV,85,77,23,77.0,24.0,77.0,25.0,77.0,26.0,78.0,27.0,75.0,28.0,74.0,29.0,75.0,30.0,75.0,31.0,76.0,32.0,75.0,33.0,73.0,34.0,did not hit their potential,
Mevlut Erdinc,M. Erdinç,176481,"['ST', 'CF', 'LW', 'LM']",Turkey,Paris Saint-Germain,85,78,23,77.0,24.0,75.0,25.0,74.0,26.0,77.0,27.0,76.0,28.0,75.0,29.0,74.0,30.0,72.0,31.0,74.0,32.0,72.0,33.0,70.0,34.0,did not hit their potential,
Gareth Bale,G. Bale,173731,"['LM', 'LWB', 'LB']",Wales,Tottenham Hotspur,85,81,20,86.0,21.0,85.0,22.0,87.0,23.0,87.0,24.0,87.0,25.0,90.0,26.0,89.0,27.0,88.0,28.0,85.0,29.0,83.0,30.0,82.0,31.0,exceeded their potential,1.0
Pablo Barrera,P. Barrera,173434,"['RM', 'RW', 'RF', 'RB']",Mexico,West Ham United,85,77,23,75.0,24.0,72.0,25.0,71.0,26.0,67.0,27.0,69.0,28.0,69.0,29.0,71.0,30.0,71.0,31.0,70.0,32.0,70.0,33.0,70.0,34.0,did not hit their potential,
Paolo De Ceglie,P. De Ceglie,173212,"['LB', 'LWB', 'LM']",Italy,Juventus,85,73,23,76.0,24.0,79.0,25.0,70.0,26.0,69.0,27.0,72.0,28.0,72.0,29.0,,,,,,,,,,,did not hit their potential,
Nuri Sahin,N. Sahin,170797,"['CM', 'CDM', 'LM', 'RM']",Turkey,Borussia Dortmund,85,79,21,85.0,22.0,82.0,23.0,82.0,24.0,81.0,25.0,81.0,26.0,80.0,27.0,79.0,28.0,79.0,29.0,78.0,30.0,,,74.0,32.0,lived to expectations,1.0
Ezequiel Garay,E. Garay,170481,"['CB', 'CDM']",Argentina,Real Madrid CF,85,80,23,78.0,24.0,80.0,25.0,82.0,26.0,83.0,27.0,83.0,28.0,84.0,29.0,83.0,30.0,82.0,31.0,83.0,32.0,,,,,lived to expectations,6.0
Giovani Dos Santos,G. dos Santos,170369,"['RW', 'LW', 'CAM', 'RF']",Mexico,Tottenham Hotspur,85,78,21,78.0,22.0,74.0,23.0,79.0,24.0,81.0,25.0,79.0,26.0,79.0,27.0,79.0,28.0,77.0,29.0,76.0,30.0,73.0,31.0,,,did not hit their potential,
Lorenzo De Silvestri,L. De Silvestri,170320,"['RWB', 'RB', 'RM']",Italy,Fiorentina,85,74,22,73.0,23.0,74.0,24.0,73.0,25.0,74.0,26.0,77.0,27.0,77.0,28.0,76.0,29.0,77.0,30.0,75.0,31.0,74.0,32.0,76.0,33.0,did not hit their potential,
Micah Richards,M. Richards,169721,"['RB', 'CB', 'CDM']",England,Manchester City,85,79,22,80.0,23.0,80.0,24.0,79.0,25.0,77.0,26.0,79.0,27.0,77.0,28.0,74.0,29.0,69.0,30.0,,,,,,,did not hit their potential,
Carlos Vela,C. Vela,169416,"['ST', 'CF', 'LF', 'LW']",Mexico,Arsenal,85,77,21,74.0,22.0,77.0,23.0,82.0,24.0,82.0,25.0,82.0,26.0,81.0,27.0,82.0,28.0,81.0,29.0,83.0,30.0,83.0,31.0,83.0,32.0,did not hit their potential,
Renato Oliveira Augusto,Renato Augusto,169195,"['CAM', 'RM', 'CM', 'CF']",Brazil,Bayer 04 Leverkusen,85,80,22,83.0,23.0,81.0,24.0,80.0,25.0,,,,,,,80.0,29.0,81.0,30.0,81.0,31.0,83.0,32.0,,,did not hit their potential,
Remy Riou,R. Riou,168965,['GK'],France,AJ Auxerre,85,72,22,72.0,23.0,68.0,24.0,70.0,25.0,74.0,26.0,79.0,27.0,78.0,28.0,74.0,29.0,71.0,30.0,70.0,31.0,70.0,32.0,68.0,33.0,did not hit their potential,
Zdravko Kuzmanovic,Z. Kuzmanović,168650,"['CDM', 'CM', 'LM', 'RM']",Serbia,VfB Stuttgart,85,77,22,77.0,23.0,77.0,24.0,75.0,25.0,75.0,26.0,74.0,27.0,76.0,28.0,74.0,29.0,72.0,30.0,70.0,31.0,,,,,did not hit their potential,
Nicklas Bendtner,N. Bendtner,167706,"['ST', 'CF', 'RW', 'LW']",Denmark,Arsenal,85,79,22,79.0,23.0,77.0,24.0,75.0,25.0,75.0,26.0,75.0,27.0,,,73.0,29.0,74.0,30.0,71.0,31.0,,,,,did not hit their potential,
Adam Johnson,A. Johnson,165740,"['LW', 'LM', 'RM', 'RW']",England,Manchester City,85,81,22,82.0,23.0,80.0,24.0,77.0,25.0,77.0,26.0,78.0,27.0,,,,,,,,,,,,,did not hit their potential,
Itumeleng Khune,I. Khune,165247,['GK'],South Africa,Kaizer Chiefs,85,70,23,76.0,24.0,76.0,25.0,77.0,26.0,77.0,27.0,78.0,28.0,76.0,29.0,77.0,30.0,78.0,31.0,78.0,32.0,73.0,33.0,71.0,34.0,did not hit their potential,
Stefan Radu,S. Radu,165109,"['CB', 'LB']",Romania,Lazio,85,76,23,76.0,24.0,77.0,25.0,78.0,26.0,77.0,27.0,79.0,28.0,79.0,29.0,79.0,30.0,80.0,31.0,80.0,32.0,78.0,33.0,77.0,34.0,did not hit their potential,
Aaron Lennon,A. Lennon,152747,"['RW', 'RM', 'LW', 'LM']",England,Tottenham Hotspur,85,82,23,82.0,24.0,80.0,25.0,80.0,26.0,79.0,27.0,77.0,28.0,78.0,29.0,77.0,30.0,77.0,31.0,74.0,32.0,,,73.0,34.0,did not hit their potential,
Adigun Taofeek Salami,A. Salami,211803,"['CDM', 'CM']",Nigeria,FC Midtjylland,84,66,22,65.0,23.0,66.0,24.0,63.0,25.0,63.0,26.0,,,,,,,,,,,,,,,did not hit their potential,
Francisco Alcacer Garcia,Paco Alcácer,200454,"['ST', 'CF']",Spain,Valencia CF,84,66,16,68.0,17.0,71.0,18.0,71.0,19.0,76.0,20.0,80.0,21.0,81.0,22.0,79.0,23.0,79.0,24.0,83.0,25.0,81.0,26.0,81.0,27.0,lived to expectations,9.0
Dejan Skolnik Skoljo,D. Školnik Školjo,199276,"['LM', 'CM', 'LB']",Croatia,CD Nacional,84,64,21,69.0,22.0,69.0,23.0,65.0,24.0,64.0,25.0,,,,,,,,,,,,,,,did not hit their potential,
David Alaba,D. Alaba,197445,"['LM', 'CM', 'CDM', 'LB']",Austria,FC Bayern München,84,66,18,73.0,19.0,77.0,20.0,81.0,21.0,82.0,22.0,85.0,23.0,87.0,24.0,86.0,25.0,85.0,26.0,85.0,27.0,84.0,28.0,84.0,29.0,exceeded their potential,5.0
Nicolas Lodeiro,N. Lodeiro,197225,"['CAM', 'LM', 'CM']",Uruguay,Ajax,84,72,21,73.0,22.0,74.0,23.0,77.0,24.0,,,78.0,26.0,78.0,27.0,78.0,28.0,77.0,29.0,78.0,30.0,78.0,31.0,80.0,32.0,did not hit their potential,
Jozsef Varga,J. Varga,196220,"['CDM', 'CM']",Hungary,Hungary,84,68,22,66.0,23.0,71.0,24.0,70.0,25.0,70.0,26.0,70.0,27.0,,,,,,,,,,,,,did not hit their potential,
Dejan Lovren,D. Lovren,195086,"['CB', 'RB', 'LB']",Croatia,Olympique Lyonnais,84,76,20,79.0,21.0,79.0,22.0,78.0,23.0,79.0,24.0,79.0,25.0,82.0,26.0,81.0,27.0,81.0,28.0,80.0,29.0,,,,,did not hit their potential,
Loic Abenzoar,L. Abenzoar,192682,"['CB', 'RB']",France,AC Arles Avignon,84,64,21,,,61.0,23.0,,,,,,,,,,,,,,,,,,,did not hit their potential,
Sambou Yatabare,S. Yatabaré,192611,"['CM', 'CF', 'RM', 'LM']",France,Stade Malherbe Caen,84,71,21,64.0,22.0,65.0,23.0,67.0,24.0,,,,,73.0,27.0,68.0,28.0,69.0,29.0,,,,,63.0,32.0,did not hit their potential,
Ludovic Sane,L. Sané,192333,"['CB', 'CDM', 'RB']",France,FC Girondins de Bordeaux,84,75,23,73.0,24.0,73.0,25.0,75.0,26.0,76.0,27.0,79.0,28.0,79.0,29.0,77.0,30.0,75.0,31.0,74.0,32.0,,,,,did not hit their potential,
Damien Le Tallec,D. Le Tallec,190416,"['ST', 'CF', 'RF', 'RM']",France,Borussia Dortmund,84,67,19,65.0,20.0,,,,,63.0,24.0,65.0,25.0,,,,,71.0,28.0,75.0,29.0,76.0,30.0,74.0,31.0,did not hit their potential,
David Rochela Calvo,Rochela,190151,['CB'],Spain,Deportivo de La Coruña,84,70,20,68.0,21.0,67.0,22.0,62.0,23.0,,,,,,,,,,,,,,,,,did not hit their potential,
Alvaro Dominguez Soto,Domínguez,190150,"['CB', 'LB']",Spain,Atlético de Madrid,84,78,21,78.0,22.0,78.0,23.0,77.0,24.0,76.0,25.0,78.0,26.0,77.0,27.0,,,,,,,,,,,did not hit their potential,
Ismail Koybasi,İ. Köybaşı,189930,"['LWB', 'LB', 'LM']",Turkey,Beşiktaş JK,84,70,20,71.0,21.0,72.0,22.0,,,73.0,24.0,73.0,25.0,74.0,26.0,73.0,27.0,74.0,28.0,,,,,70.0,31.0,did not hit their potential,
Sergio Busquets Burgos,Sergio Busquets,189511,"['CDM', 'CM', 'CAM', 'RM']",Spain,FC Barcelona,84,81,21,83.0,22.0,85.0,23.0,85.0,24.0,85.0,25.0,86.0,26.0,87.0,27.0,86.0,28.0,88.0,29.0,89.0,30.0,87.0,31.0,86.0,32.0,exceeded their potential,1.0
Fausto Rossi,F. Rossi,189477,"['RM', 'RW', 'LM']",Italy,Vicenza,84,67,19,64.0,20.0,65.0,21.0,70.0,22.0,75.0,23.0,,,71.0,25.0,,,,,,,,,,,did not hit their potential,
Jean Alain Fanchone,J. Fanchone,189415,"['LB', 'LWB', 'LW', 'LM']",France,AC Arles Avignon,84,65,21,,,,,66.0,24.0,,,65.0,26.0,,,,,,,,,,,,,did not hit their potential,
Daniel Pacheco,D. Pacheco,188554,"['CF', 'ST', 'CAM', 'LF']",Spain,Liverpool,84,71,19,72.0,20.0,71.0,21.0,69.0,22.0,70.0,23.0,71.0,24.0,74.0,25.0,74.0,26.0,76.0,27.0,73.0,28.0,70.0,29.0,,,did not hit their potential,
James Mccarthy,J. McCarthy,188253,"['CAM', 'CM', 'LM', 'CF']",Republic of Ireland,Republic of Ireland,84,73,19,75.0,20.0,74.0,21.0,75.0,22.0,79.0,23.0,80.0,24.0,81.0,25.0,80.0,26.0,78.0,27.0,75.0,28.0,76.0,29.0,74.0,30.0,did not hit their potential,
Lewis Holtby,L. Holtby,188154,"['LM', 'CAM', 'LW', 'RW']",Germany,1. FSV Mainz 05,84,74,19,76.0,20.0,78.0,21.0,78.0,22.0,77.0,23.0,76.0,24.0,78.0,25.0,77.0,26.0,76.0,27.0,,,72.0,29.0,71.0,30.0,did not hit their potential,
Simao Mate Junior,Simao,188124,"['CDM', 'CB', 'RB', 'CM']",Mozambique,Panathinaikos FC,84,74,21,70.0,22.0,,,70.0,24.0,73.0,25.0,75.0,26.0,75.0,27.0,,,,,72.0,30.0,69.0,31.0,,,did not hit their potential,
Sergey Parshivlyuk,S. Parshivlyuk,187602,"['RB', 'RWB', 'RM']",Russia,Spartak Moskva,84,74,21,72.0,22.0,74.0,23.0,71.0,24.0,73.0,25.0,70.0,26.0,71.0,27.0,70.0,28.0,,,,,,,,,did not hit their potential,
Rafael Toloi,Rafael Tolói,187598,['CB'],Brazil,Goiás,84,73,19,,,74.0,21.0,74.0,22.0,,,74.0,24.0,75.0,25.0,77.0,26.0,78.0,27.0,78.0,28.0,77.0,29.0,80.0,30.0,did not hit their potential,
Keirrison De Souza Carneiro,Keirrison,187515,"['ST', 'CF']",Brazil,Santos,84,76,21,74.0,22.0,70.0,23.0,71.0,24.0,,,,,70.0,27.0,,,,,,,,,,,did not hit their potential,
Jefferson Montero,J. Montero,186805,"['RM', 'LM', 'RW', 'CAM']",Ecuador,Villarreal CF,84,72,20,73.0,21.0,73.0,22.0,76.0,23.0,74.0,24.0,77.0,25.0,79.0,26.0,78.0,27.0,78.0,28.0,72.0,29.0,,,70.0,31.0,did not hit their potential,
Ezequiel Munoz,E. Muñoz,186695,"['CB', 'RB']",Argentina,Palermo,84,72,19,74.0,20.0,75.0,21.0,73.0,22.0,71.0,23.0,72.0,24.0,73.0,25.0,73.0,26.0,71.0,27.0,72.0,28.0,,,70.0,30.0,did not hit their potential,
Gojko Kacar,G. Kačar,186687,"['CM', 'CDM', 'CAM']",Serbia,Hamburger SV,84,76,23,75.0,24.0,74.0,25.0,72.0,26.0,71.0,27.0,72.0,28.0,76.0,29.0,72.0,30.0,,,,,,,,,did not hit their potential,
Danny Welbeck,D. Welbeck,186146,"['CF', 'ST', 'RW', 'LW']",England,Sunderland,84,69,19,76.0,20.0,79.0,21.0,78.0,22.0,78.0,23.0,79.0,24.0,80.0,25.0,80.0,26.0,77.0,27.0,78.0,28.0,74.0,29.0,73.0,30.0,did not hit their potential,
Omer Toprak,Ö. Toprak,185239,"['CB', 'RB', 'CDM', 'CM']",Germany,Sport-Club Freiburg,84,70,20,74.0,21.0,74.0,22.0,78.0,23.0,79.0,24.0,81.0,25.0,84.0,26.0,83.0,27.0,82.0,28.0,79.0,29.0,76.0,30.0,77.0,31.0,lived to expectations,6.0
Ramires Santos Do Nascimento,Ramires,184943,"['CM', 'RM', 'CDM', 'CAM']",Brazil,Chelsea,84,79,23,79.0,24.0,81.0,25.0,80.0,26.0,81.0,27.0,80.0,28.0,,,,,80.0,31.0,,,,,,,did not hit their potential,
Joe Allen,J. Allen,184716,"['CM', 'CAM', 'CDM']",Wales,Swansea City,84,66,20,68.0,21.0,78.0,22.0,77.0,23.0,77.0,24.0,77.0,25.0,77.0,26.0,77.0,27.0,77.0,28.0,75.0,29.0,72.0,30.0,70.0,31.0,did not hit their potential,
Kyriakos Papadopoulos,K. Papadopoulos,184477,"['CB', 'CDM']",Greece,FC Schalke 04,84,71,18,75.0,19.0,78.0,20.0,78.0,21.0,78.0,22.0,79.0,23.0,79.0,24.0,79.0,25.0,78.0,26.0,76.0,27.0,,,71.0,29.0,did not hit their potential,
Alex Smithies,A. Smithies,184436,['GK'],England,Huddersfield Town,84,64,20,66.0,21.0,68.0,22.0,67.0,23.0,67.0,24.0,68.0,25.0,70.0,26.0,73.0,27.0,73.0,28.0,72.0,29.0,72.0,30.0,72.0,31.0,did not hit their potential,
Sebastian Giovinco,S. Giovinco,184431,"['LF', 'LW', 'CAM', 'CF']",Italy,Parma,84,77,23,81.0,24.0,82.0,25.0,79.0,26.0,76.0,27.0,81.0,28.0,83.0,29.0,82.0,30.0,82.0,31.0,81.0,32.0,80.0,33.0,76.0,34.0,lived to expectations,6.0
Marko Arnautovic,M. Arnautovic,184200,"['RF', 'ST', 'LF', 'RM']",Austria,SV Werder Bremen,84,77,21,75.0,22.0,76.0,23.0,76.0,24.0,77.0,25.0,78.0,26.0,82.0,27.0,82.0,28.0,82.0,29.0,82.0,30.0,82.0,31.0,81.0,32.0,did not hit their potential,
Mathias Jorgensen,M. Jørgensen,183491,['CB'],Denmark,F.C. København,84,73,20,73.0,21.0,73.0,22.0,71.0,23.0,69.0,24.0,71.0,25.0,73.0,26.0,75.0,27.0,76.0,28.0,76.0,29.0,74.0,30.0,72.0,31.0,did not hit their potential,
Isaac Vorsah,I. Vorsah,183409,"['CB', 'CDM']",Ghana,TSG Hoffenheim,84,76,22,77.0,23.0,75.0,24.0,70.0,25.0,67.0,26.0,,,,,68.0,29.0,,,,,,,,,did not hit their potential,
Yohan Benalouane,Y. Benalouane,183288,"['CB', 'LB']",France,Cesena,84,68,23,69.0,24.0,72.0,25.0,71.0,26.0,75.0,27.0,75.0,28.0,75.0,29.0,75.0,30.0,74.0,31.0,71.0,32.0,69.0,33.0,,,did not hit their potential,
Henri Saivet,H. Saivet,183256,['ST'],France,FC Girondins de Bordeaux,84,63,19,73.0,20.0,74.0,21.0,75.0,22.0,74.0,23.0,77.0,24.0,78.0,25.0,77.0,26.0,74.0,27.0,74.0,28.0,66.0,29.0,,,did not hit their potential,
Balazs Dzsudzsak,B. Dzsudzsák,182879,"['LW', 'LM', 'CAM', 'RW']",Hungary,PSV,84,80,23,81.0,24.0,81.0,25.0,79.0,26.0,79.0,27.0,80.0,28.0,79.0,29.0,78.0,30.0,77.0,31.0,76.0,32.0,76.0,33.0,,,did not hit their potential,
Arturo Vidal,A. Vidal,181872,"['CDM', 'CM', 'RM', 'CB']",Chile,Bayer 04 Leverkusen,84,79,23,83.0,24.0,84.0,25.0,85.0,26.0,85.0,27.0,86.0,28.0,87.0,29.0,87.0,30.0,85.0,31.0,84.0,32.0,83.0,33.0,81.0,34.0,exceeded their potential,1.0
Johann Carrasso,J. Carrasso,181694,['GK'],France,Stade Rennais FC,84,69,22,67.0,23.0,,,64.0,25.0,70.0,26.0,66.0,27.0,67.0,28.0,70.0,29.0,69.0,30.0,,,,,,,did not hit their potential,
Tomas Necid,T. Necid,181281,['ST'],Czech Republic,PFC CSKA Moscow,84,74,20,76.0,21.0,76.0,22.0,75.0,23.0,75.0,24.0,73.0,25.0,74.0,26.0,72.0,27.0,72.0,28.0,69.0,29.0,,,,,did not hit their potential,
Breno Vinicius Borges,Breno,180955,"['CB', 'RB', 'LB', 'RWB']",Brazil,FC Bayern München,84,75,20,75.0,21.0,,,,,,,75.0,25.0,,,,,,,,,,,,,did not hit their potential,
Juan Pablo Pino,J. Pino,179713,"['RW', 'LW', 'CF']",Colombia,Galatasaray SK,84,77,23,,,,,66.0,26.0,68.0,27.0,,,,,,,,,,,,,,,did not hit their potential,
Cedric Mongongu,C. Mongongu,179586,"['CB', 'CDM', 'RB']",Congo DR,AS Monaco,84,74,21,74.0,22.0,72.0,23.0,71.0,24.0,71.0,25.0,72.0,26.0,67.0,27.0,,,,,,,,,,,did not hit their potential,
Sergio Asenjo Andres,Sergio Asenjo,178750,['GK'],Spain,Atlético de Madrid,84,76,21,75.0,22.0,74.0,23.0,74.0,24.0,79.0,25.0,81.0,26.0,81.0,27.0,84.0,28.0,84.0,29.0,82.0,30.0,82.0,31.0,83.0,32.0,lived to expectations,7.0
Robert Acquafresca,R. Acquafresca,178490,"['ST', 'CF', 'RF']",Italy,Cagliari,84,75,22,75.0,23.0,73.0,24.0,72.0,25.0,68.0,26.0,68.0,27.0,70.0,28.0,69.0,29.0,67.0,30.0,,,,,,,did not hit their potential,
Alessio Cerci,A. Cerci,178393,"['RW', 'LW', 'RF', 'LF']",Italy,Fiorentina,84,75,22,78.0,23.0,75.0,24.0,81.0,25.0,80.0,26.0,77.0,27.0,76.0,28.0,75.0,29.0,,,72.0,31.0,,,,,did not hit their potential,
Stefano Okaka,S. Okaka,178091,"['ST', 'RF']",Italy,Roma,84,74,20,70.0,21.0,71.0,22.0,70.0,23.0,73.0,24.0,76.0,25.0,77.0,26.0,77.0,27.0,74.0,28.0,75.0,29.0,75.0,30.0,75.0,31.0,did not hit their potential,
Kevin Monnet Paquet,K. Monnet-Paquet,177712,"['CF', 'RF', 'LF', 'ST']",France,FC Lorient,84,68,21,69.0,22.0,67.0,23.0,67.0,24.0,73.0,25.0,73.0,26.0,75.0,27.0,73.0,28.0,73.0,29.0,73.0,30.0,72.0,31.0,,,did not hit their potential,
Lars Bender,L. Bender,177457,"['CDM', 'CM', 'LM', 'RM']",Germany,Bayer 04 Leverkusen,84,73,21,77.0,22.0,81.0,23.0,81.0,24.0,81.0,25.0,81.0,26.0,83.0,27.0,82.0,28.0,82.0,29.0,80.0,30.0,82.0,31.0,,,lived to expectations,6.0
Baris Ozbek,B. Özbek,177049,"['CM', 'CDM', 'RM']",Turkey,Galatasaray SK,84,73,23,,,,,70.0,26.0,67.0,27.0,67.0,28.0,,,65.0,30.0,,,,,,,,,did not hit their potential,
Kevin Gameiro,K. Gameiro,176600,"['ST', 'CF']",France,FC Lorient,84,78,23,83.0,24.0,79.0,25.0,78.0,26.0,79.0,27.0,79.0,28.0,83.0,29.0,83.0,30.0,81.0,31.0,81.0,32.0,79.0,33.0,77.0,34.0,lived to expectations,1.0
Lucas Pezzini Leiva,Lucas,176266,"['CM', 'CDM', 'CAM']",Brazil,Liverpool,84,78,23,78.0,24.0,80.0,25.0,81.0,26.0,79.0,27.0,79.0,28.0,80.0,29.0,79.0,30.0,83.0,31.0,84.0,32.0,84.0,33.0,81.0,34.0,lived to expectations,8.0
Kevin Prince Boateng,K. Boateng,173909,"['CM', 'CAM', 'LM', 'CF']",Ghana,AC Milan,84,78,23,82.0,24.0,85.0,25.0,81.0,26.0,80.0,27.0,78.0,28.0,79.0,29.0,80.0,30.0,81.0,31.0,79.0,32.0,78.0,33.0,78.0,34.0,lived to expectations,2.0
Hector Moreno,H. Moreno,173432,"['CB', 'LB']",Mexico,Mexico,84,75,22,76.0,23.0,78.0,24.0,78.0,25.0,78.0,26.0,79.0,27.0,80.0,28.0,80.0,29.0,76.0,30.0,78.0,31.0,77.0,32.0,77.0,33.0,did not hit their potential,
Davide Astori,D. Astori,173198,"['CB', 'RB']",Italy,Italy,84,75,23,78.0,24.0,80.0,25.0,79.0,26.0,78.0,27.0,79.0,28.0,81.0,29.0,81.0,30.0,,,,,,,,,did not hit their potential,
Jan Vertonghen,J. Vertonghen,172871,"['CB', 'CDM', 'CM', 'LB']",Belgium,Ajax,84,77,23,80.0,24.0,81.0,25.0,82.0,26.0,82.0,27.0,82.0,28.0,83.0,29.0,85.0,30.0,87.0,31.0,87.0,32.0,83.0,33.0,81.0,34.0,exceeded their potential,6.0
Nicky Maynard,N. Maynard,172823,"['ST', 'CF']",England,Bristol City,84,75,23,73.0,24.0,72.0,25.0,71.0,26.0,71.0,27.0,,,69.0,29.0,68.0,30.0,,,66.0,32.0,,,62.0,34.0,did not hit their potential,
Kenneth Stenild Nielsen,K. Stenild Nielsen,172572,['GK'],Denmark,AC Horsens,84,66,22,64.0,23.0,64.0,24.0,,,,,,,,,,,,,,,,,,,did not hit their potential,
Caner Erkin,C. Erkin,171875,"['LW', 'CAM', 'LM', 'LWB']",Turkey,Fenerbahçe SK,84,72,21,,,,,73.0,24.0,77.0,25.0,78.0,26.0,77.0,27.0,76.0,28.0,76.0,29.0,75.0,30.0,76.0,31.0,76.0,32.0,did not hit their potential,
Graham Dorrans,G. Dorrans,171321,"['CM', 'LM', 'ST']",Scotland,West Bromwich Albion,84,74,23,76.0,24.0,75.0,25.0,73.0,26.0,73.0,27.0,74.0,28.0,74.0,29.0,73.0,30.0,71.0,31.0,70.0,32.0,67.0,33.0,,,did not hit their potential,
Scott Sinclair,S. Sinclair,169214,"['LW', 'RW', 'CF', 'ST']",England,Swansea City,84,72,21,74.0,22.0,75.0,23.0,75.0,24.0,72.0,25.0,74.0,26.0,75.0,27.0,77.0,28.0,75.0,29.0,74.0,30.0,72.0,31.0,72.0,32.0,did not hit their potential,
Ivan Rakitic,I. Rakitić,168651,"['CM', 'CDM', 'LM', 'CAM']",Croatia,FC Schalke 04,84,78,22,79.0,23.0,77.0,24.0,81.0,25.0,83.0,26.0,84.0,27.0,87.0,28.0,87.0,29.0,87.0,30.0,86.0,31.0,82.0,32.0,82.0,33.0,exceeded their potential,4.0
Issiar Dia,I. Dia,168253,"['RF', 'CF', 'ST', 'CAM']",Senegal,Fenerbahçe SK,84,74,23,,,,,,,,,73.0,28.0,,,71.0,30.0,70.0,31.0,68.0,32.0,,,,,did not hit their potential,
Fabrice Muamba,F. Muamba,167702,"['CDM', 'CM']",England,Bolton Wanderers,84,77,22,78.0,23.0,,,,,,,,,,,,,,,,,,,,,did not hit their potential,
Steven Fletcher,S. Fletcher,164769,"['ST', 'CAM', 'LW', 'RW']",Scotland,Wolverhampton Wanderers,84,76,23,76.0,24.0,77.0,25.0,76.0,26.0,76.0,27.0,76.0,28.0,74.0,29.0,72.0,30.0,71.0,31.0,70.0,32.0,,,70.0,34.0,did not hit their potential,
Ryan Babel,R. Babel,157301,"['LF', 'LW', 'ST', 'RW']",Netherlands,Liverpool,84,77,23,77.0,24.0,76.0,25.0,,,75.0,27.0,,,,,75.0,30.0,79.0,31.0,78.0,32.0,77.0,33.0,76.0,34.0,did not hit their potential,
